locus	length
NC_017230	30000
NC_022046	55804
NC_014124	128921
NC_002055	5415
NG_048154	1400
NZ_CP003957	158587
NC_011315	5360
NC_017943	321908
NC_022375	59395
NC_012192	5252
NZ_CP014075	7723
NZ_CP018699	61010
NC_010335	233649
NZ_CP011936	70055
NC_008608	30722
NC_005913	10785
NC_019317	4346
NZ_CP018980	4074
NC_017782	11572
NZ_CP017848	137665
NC_015971	6825
NC_021295	309692
NZ_CP013545	413449
NZ_CP018829	13141
NC_021987	130716
NC_019198	1647
NC_010868	1986
NZ_CP010343	94809
NZ_CP006635	161511
NC_012919	55851
NC_014937	109464
NC_013308	4595
NZ_CP016511	2094
NZ_CP018068	13112
NC_018652	1549
NZ_CP017645	81227
NZ_CP004225	2917
NZ_CP012017	2895
NC_018421	237766
NC_015657	5448
NZ_CP006642	145722
NC_015377	129399
NC_013321	32650
NC_020056	20633
NC_012129	26875
NC_009349	166749
NZ_CP019006	47531
NZ_CP013503	501077
NC_009717	316164
NC_019270	5031
NZ_CP012736	24419
NZ_CP015748	71917
NC_009476	24716
NC_019102	4080
NZ_CP007702	95214
NZ_CP015154	82417
NC_018640	7553
NZ_CP012645	12516
NC_019691	63272
NZ_CP008807	37447
NC_017767	81151
NC_019117	117278
NC_017107	3035
NC_010124	38818
NC_015729	63532
NZ_CP010146	112874
NZ_CP009107	161447
NZ_CP014698	77127
NZ_CP012101	337579
NC_011867	35446
NC_021199	141545
NC_015319	33688
NC_017157	69665
NZ_CP014978	147296
NG_047475	1025
NC_014726	85068
NZ_CP015709	2462
NG_050073	978
NC_013787	32400
NC_020241	8513
NC_011419	100021
NC_019268	47274
NZ_CP009060	26571
NZ_CP015009	138061
NZ_CP014537	93844
NC_014916	45057
NC_018021	25287
NC_019154	61881
NC_019057	70262
NC_011363	1651
NZ_CP010194	33372
NZ_CP011316	3777
NZ_CP016336	4447
NZ_CP005922	1065
NZ_CP009849	64049
NC_013550	17334
NZ_CP013809	57428
NC_018956	27068
NC_017320	6850
NZ_CP011405	49848
NZ_CP004319	9210
NZ_CP009012	64912
NZ_CP004000	295493
NZ_CP015397	9456
NG_048309	1376
NZ_CP018693	180027
NZ_CP010971	83219
NG_049107	1149
NZ_CP005755	22611
NZ_CP004309	9377
NC_013514	27815
NZ_CP008717	4237
NC_019378	99001
NC_011861	20872
NZ_CP017282	58666
NZ_CP016934	100790
NC_003042	54310
NZ_HG813250	62206
NZ_CP012164	8452
NC_014628	510118
NC_017263	68552
NC_019371	10047
NC_006672	163186
NZ_CP011418	47606
NZ_CP018119	61085
NZ_CP018425	15270
NG_047810	935
NC_006870	14218
NC_006258	5987
NG_049024	925
NG_052366	518
NG_047695	604
NZ_CP013109	586526
NC_008613	131520
NZ_CP007239	1614950
NC_017475	38392
NG_052227	992
NC_015852	9778
NZ_CP008721	1459
NC_008270	442536
NC_011254	42153
NC_030939	45537
NC_006153	68525
NC_021495	15577
NZ_CP018987	6994
NC_014026	11229
NC_013356	53380
NG_047559	566
NZ_CP012704	30496
NC_025096	5779
NC_017925	3423
NZ_AP014825	48007
NC_022601	12655
NC_002637	4992
NC_015432	66104
NC_003064	542868
NZ_CP016006	149602
NZ_CP009011	33695
NZ_CP009940	209381
NZ_AP014817	57874
NZ_CP007807	32617
NC_011102	3432
NC_010375	5031
NZ_CP014283	635508
NZ_CP010345	100061
NC_021241	15289
NC_010182	64977
NC_014155	19774
NZ_CP004321	6597
NC_003273	55414
NC_008597	6222
NC_003528	4523
NC_011061	66772
NZ_CP009263	5719
NZ_CP005733	6747
NZ_LT599051	9105
NZ_CP017441	92729
NC_003240	186614
NG_047866	1415
NZ_CP012967	18186
NG_048127	1424
NC_013299	23059
NC_017145	3204
NC_001833	6859
NC_014389	361399
NC_017793	53428
NZ_CP015161	88023
NZ_CP012701	196952
NC_014031	99694
NZ_CP017657	101406
NC_018502	45262
NC_007931	22787
NZ_CP013135	13650
NZ_CP018683	76744
NC_017966	690188
NC_019389	127508
NC_007961	121408
NC_008564	59958
NZ_CP007664	94889
NC_020382	68616
NZ_CP007050	259408
NZ_CP018881	6332
NC_017183	32283
NC_023290	127291
NG_048054	866
NC_025132	11274
NZ_CP007621	4602
NZ_LT635894	5996
NC_010111	4555
NC_025177	76197
NC_011652	1970
NC_014257	6032
NC_011971	52766
NC_020280	5022
NC_017814	11189
NC_023012	405815
NZ_CP010447	10408
NG_047757	776
NC_006400	14615
NC_019372	3516
NZ_CP019328	202531
NG_048556	1769
NC_030902	41207
NZ_CP007061	315592
NZ_CP012102	92085
NZ_CP010421	311724
NZ_CP018474	45953
NZ_CP005707	165351
NC_001857	53657
NC_017736	14124
NC_015712	67479
NG_048208	1583
NC_018635	7553
NG_050493	681
NZ_CP014494	78992
NZ_CP009657	53657
NC_012130	9474
NG_048317	1787
NC_019343	67727
NC_004671	57660
NC_013531	88604
NC_010900	27075
NC_018638	7553
NC_015970	105449
NZ_CP016871	68145
NC_014164	3478
NZ_CP017286	92231
NZ_CP007673	25054
NZ_CP018973	70152
NZ_LT598658	129881
NC_019992	2319
NZ_CP010193	40584
NC_009739	24179
NC_004953	7580
NZ_CP017011	55944
NC_019339	103121
NC_012200	25308
NC_005327	92353
NC_018680	45406
NC_011721	50894
NC_020963	7493
NG_049074	1140
NZ_LN609304	17845
NC_017408	26981
NZ_CP005859	1002
NZ_CP009000	63721
NC_008790	45025
NZ_CP015077	133735
NC_018982	21172
NZ_CP011285	13141
NZ_CP012368	41490
NZ_CP013649	661872
NC_003892	5924
NC_004922	5670
NZ_CP010862	115171
NZ_CP013494	742499
NC_021986	19314
NZ_AP014570	16368
NC_019679	26836
NZ_CP009857	77575
NZ_CP012014	2757
NZ_CP007714	6076
NC_011723	40786
NZ_CP005690	152359
NZ_AP014708	50170
NC_010898	4995
NC_021594	75721
NC_011649	30810
NZ_CP013665	33703
NC_002100	2645
NC_019159	13636
NC_017388	3070
NZ_CP007650	33315
NC_019259	48787
NZ_CP014408	27098
NC_012106	61062
NZ_CP011865	13716
NC_020827	11627
NZ_CP014883	17429
NZ_CP016600	19726
NZ_CP012258	129777
NG_049004	1076
NZ_CP015006	534207
NC_025194	10406
NC_016110	188552
NZ_AP014869	23773
NZ_CP017760	77172
NG_048119	1052
NG_047839	935
NZ_CP015916	100096
NC_007187	10816
NC_025097	12019
NZ_CP013073	43761
NC_019984	22634
NZ_CP014081	1182
NC_011736	30964
NC_022371	98864
NZ_LN879503	145285
NZ_CP009699	181892
NC_016855	93832
NC_016846	111195
NG_047914	686
NC_012625	7493
NC_016847	3353
NC_009930	177162
NC_018657	2913
NC_012000	4398
NZ_CP010587	76260
NG_050284	961
NC_023148	133621
NZ_CP005853	1049
NZ_CP013914	131551
NC_012260	29457
NZ_CP008851	74749
NZ_CP015333	46648
NC_021656	48790
NC_001791	4885
NC_022050	202421
NC_004990	7835
NC_011839	33333
NZ_CP015334	27366
NZ_CP015331	31123
NZ_CP014825	4280
NC_002059	2804
NZ_LN824136	34604
NC_004338	6371
NC_004811	3407
NC_007166	3552
NZ_CP016942	100788
NZ_CP013739	167754
NG_052487	992
NZ_CP007489	93965
NC_012264	30117
NZ_CP019446	113443
NZ_CP011154	591112
NZ_CP004152	6584
NC_016972	73285
NC_009468	187422
NZ_CP012803	92739
NZ_CP004329	6904
NZ_CP018429	45288
NZ_CP004224	45590
NZ_CP008927	59372
NZ_CP018613	12870
NC_004959	10836
NG_047442	917
NZ_CP017956	71134
NZ_CP015969	11652
NC_000957	5228
NC_021809	84215
NZ_CP014686	11848
NC_004961	6886
NZ_CP010894	21121
NC_002108	2062
NG_050223	1061
NC_011961	917738
NC_021227	16105
NC_010479	38515
NZ_CP015065	553641
NZ_CP017411	17514
NC_022123	62119
NZ_CP017988	73221
NC_001880	39456
NZ_CP016388	60496
NZ_CP007042	870
NC_021233	45418
NC_019255	5415
NC_019003	30902
NC_007202	2058
NZ_CP004205	1251
NZ_CP014756	121030
NC_019983	23574
NZ_CP014919	25419
NC_011972	30016
NC_019069	166744
NZ_CP018328	31617
NC_010996	429111
NZ_CP018740	4052
NC_025141	142875
NZ_CP011653	16257
NZ_CP014908	14963
NZ_CP017710	1944
NZ_CP015096	30421
NZ_CP012271	17502
NZ_CP009324	181754
NC_014533	879545
NZ_CP010395	43380
NC_012181	24828
NZ_CP004238	12867
NZ_CP012166	2725
NC_010715	17207
NZ_CP010223	61063
NC_017118	182940
NC_019074	11744
NZ_CP006987	244771
NZ_CP005813	1721
NZ_CP018424	208225
NG_047250	1061
NC_020983	7500
NC_010813	29037
NC_015418	80365
NC_008384	684202
NC_017229	26539
NZ_CP017998	8220
NC_014840	321080
NZ_CP018075	158122
NZ_CP012511	181035
NC_010183	52830
NZ_CP009069	30468
NC_025128	79258
NC_021875	7716
NZ_CP012988	190072
NZ_CP016516	98998
NC_017495	17661
NZ_CP018774	95419
NC_017152	1815
NG_047664	1376
NC_019796	1865
NC_011131	12084
NC_016150	3088
NC_002502	8694
NG_048069	743
NZ_CP019036	78166
NC_009713	3678
NC_022044	206583
NZ_CP005881	1260
NG_049735	995
NZ_CP007613	69416
NC_014495	57780
NC_014027	9609
NZ_CP005827	1016
NZ_LN824138	84940
NC_020544	43776
NC_009472	8781
NZ_CP017773	87693
NZ_CP017853	58666
NG_049994	861
NZ_CP011831	10839
NZ_CP017244	2253963
NC_017415	26642
NZ_CP019026	59373
NC_016028	28572
NC_019694	50699
NZ_CP010004	34150
NZ_CP004396	122964
NC_032101	58120
NC_019184	5404
NZ_CP016459	42134
NC_004853	7830
NC_010997	1091523
NC_013786	32801
NZ_CP008997	63721
NZ_CP017858	5170
NC_009341	16660
NC_014561	167983
NC_001400	1913
NZ_CP014437	27068
NC_019002	59374
NC_014367	2721
NZ_CP016589	514994
NZ_CP004867	7635
NC_006988	3084
NZ_CP006993	117697
NC_017155	94249
NG_048482	809
NZ_CP011983	43380
NZ_CP012537	9152
NC_017963	251926
NC_018972	27268
NC_009981	208409
NC_022661	1552
NC_004943	3626
NC_019204	5160
NZ_CP011604	3223
NG_048986	876
NC_017222	6230
NZ_CP012492	34714
NZ_CP013110	2177502
NC_025190	7438
NC_008503	14041
NZ_CP012490	2324
NC_013328	30047
NC_020960	7502
NZ_CP010208	56029
NC_011028	14503
NZ_CP013499	742499
NC_021652	9896
NC_009838	241387
NC_018532	231551
NC_002679	351911
NC_010480	124030
NZ_CP008848	94732
NZ_CP011298	29464
NC_009035	116763
NC_017794	18092
NZ_CP014896	15332
NC_018963	27067
NZ_CP015177	267609
NC_015965	93185
NC_021742	44107
NZ_CP011515	262673
NZ_CP016411	316814
NC_017640	81475
NC_008351	2531
NZ_CP015203	694228
NC_012242	20219
NZ_CP016513	6647
NC_010727	25164
NZ_CP013024	120611
NZ_CP018341	81641
NG_052065	1014
NC_011610	6068
NC_019733	54978
NC_003526	2331
NC_010409	151002
NC_019958	198589
NC_011735	29806
NC_014615	165657
NZ_CP008994	64920
NC_015213	7197
NZ_CP018204	32947
NG_048857	1143
NZ_CP006765	27197
NC_018516	349599
NZ_CP014974	35954
NC_013370	97897
NC_010281	12095
NC_005020	2979
NC_011352	36487
NC_004334	6829
NG_048308	1367
NC_010504	22114
NC_007608	126697
NZ_CP013927	252173
NC_017329	6200
NZ_CP015789	24702
NZ_CP005742	3707
NZ_CP013582	427855
NC_019197	136694
NZ_CP014445	27098
NZ_CP018737	72952
NZ_CP008715	120653
NZ_CP009003	63721
NZ_CP009417	603070
NZ_CP017105	2388366
NZ_CP006994	25608
NZ_CP005752	27923
NC_019307	84833
NC_014025	66985
NC_017323	1690594
NZ_CP013634	504141
NC_015168	19280
NC_013090	4029
NZ_CP011600	215092
NC_009427	487268
NZ_CP012993	190072
NZ_CP014937	37848
NZ_CP016580	37696
NC_021502	167203
NC_019982	6292
NZ_CP017139	5976
NZ_CP009881	50272
NC_009625	4065
NG_047394	1109
NZ_CP018705	61010
NZ_CP017246	34992
NZ_CP017130	17139
NZ_CP018872	56602
NZ_CP013194	39792
NC_005005	17261
NZ_CP012936	98999
NC_010011	5705
NZ_CP012278	61853
NC_017135	49961
NZ_CP009620	319400
NC_011396	1661
NC_017819	2091
NZ_CP004286	3833
NC_017081	81157
NG_051436	1460
NC_007391	27778
NC_013442	81410
NZ_CP018739	3541
NZ_CP018439	1933
NC_019224	5137
NZ_CP012536	13597
NC_020553	85023
NG_051883	1022
NC_012184	36826
NC_011617	67850
NC_007491	271577
NG_049326	1013
NC_013120	93732
NC_019134	4060
NG_048988	904
NC_025032	5370
NZ_CP010388	1476
NC_015182	1729
NZ_CP013734	37395
NZ_CP010012	18332
NZ_CP009593	7300
NZ_CP009875	113639
NC_017413	27590
NZ_CP015198	7512
NZ_CP001971	181771
NG_047439	1016
NC_019848	1417907
NZ_LT009691	25689
NZ_CP007048	341391
NG_047599	783
NC_013448	4326
NZ_CP013105	442452
NZ_CP018668	43621
NC_004985	2862
NC_004562	2650
NZ_CP018798	67905
NC_012504	53655
NC_017205	72074
NZ_CP018689	96070
NC_017816	3281
NC_013394	4607
NZ_CP018992	110226
NZ_CP010419	69317
NZ_CP018750	27038
NC_019755	29492
NC_016586	750123
NC_022782	76974
NC_019900	5206
NC_012630	7169
NZ_LN868944	727905
NC_002095	14636
NC_010881	5161
NZ_CP016389	68117
NC_016039	70060
NC_022902	32400
NC_012171	27543
NC_004845	7817
NZ_CP014216	74241
NC_005230	103307
NC_030907	17562
NC_013092	5072
NG_047539	1958
NZ_CP014973	93960
NZ_CP012290	55446
NZ_CP015374	29016
NZ_CP005908	1025
NC_013382	10445
NC_015688	11123
NZ_CP013596	80368
NC_019173	3029
NZ_CP004200	2330
NC_010896	8271
NZ_CP010239	184614
NC_019107	173673
NZ_CP017058	229406
NZ_CP013240	9567
NC_013636	6114
NC_016030	2218
NC_008350	5413
NC_032098	15668
NC_010029	7500
NZ_CP004188	2670
NC_025170	6977
NC_015659	68763
NC_005329	5568
NC_015163	97188
NC_025172	84995
NZ_CP015335	6540
NZ_CP009032	18869
NZ_CP011430	88949
NT_187164	30254
NC_005016	12868
NZ_CP013832	145221
NC_011667	78374
NZ_CP009068	31266
NZ_CP018821	310952
NG_049331	1013
NZ_CP007001	35326
NZ_CP011992	43380
NC_010684	2531
NG_049246	882
NC_008823	7637
NZ_CP018357	3851
NC_013509	43703
NG_048161	1406
NZ_CP015387	139933
NZ_CP006372	57210
NC_010615	3321
NZ_CP004287	3344
NC_018957	26972
NZ_CP019069	120563
NZ_CP016482	264782
NC_004535	19218
NZ_CP011990	162533
NZ_CP012489	3776
NC_008499	35595
NC_017284	37174
NG_048074	974
NZ_CP012367	163286
NZ_CP010576	35843
NZ_CP014284	293705
NZ_CP009347	235425
NZ_CP004294	2164
NC_016592	115232
NC_005570	2682
NZ_CP011435	2677
NC_019363	4409
NZ_CP018326	55319
NC_010486	4074
NZ_CP009662	30750
NC_010112	52527
NZ_CP005757	19193
NC_021912	41508
NC_011214	5880
NC_014309	2163376
NC_017942	129210
NG_048449	1544
NZ_CP015366	80546
NZ_AP014884	2799
NC_010541	31856
NC_008757	353291
NZ_CP018697	79806
NC_021489	8970
NC_013313	20730
NC_011640	4211
NC_015944	405816
NZ_CP011146	259749
NC_021927	2096
NG_048912	1076
NZ_CP011119	101782
NC_013340	35114
NC_004975	1836
NZ_CP017931	111395
NC_001759	11143
NZ_CP008945	48068
NZ_CP009113	64499
NZ_CP007453	808774
NZ_CP007184	35364
NZ_CP007510	107733
NZ_CP018905	95152
NC_021516	27282
NZ_CP016593	267949
NZ_CP014600	222528
NG_047995	1085
NC_022267	89566
NZ_CP015324	58079
NC_017288	7553
NZ_CP013758	82119
NC_008537	159538
NZ_CP004328	3411
NZ_CP009167	108501
NZ_CP008993	28776
NC_010123	16610
NZ_CP015585	265182
NZ_CP011949	335881
NZ_CP015620	10085
NC_019287	2925
NZ_CP014511	20973
NZ_CP017759	426602
NZ_CP007002	3993
NZ_AP014870	14827
NZ_CP011050	53457
NC_016774	3091
NC_018066	60447
NC_014558	53560
NZ_CP017300	423076
NZ_CP014633	20407
NC_008565	59804
NZ_CP014662	103851
NG_048181	1391
NZ_CP010420	132372
NZ_CP011951	35465
NZ_CP010015	83186
NC_020243	7635
NZ_CP009350	107443
NC_016594	1766028
NZ_CP013534	413457
NC_009431	121962
NC_020820	42449
NZ_CP013299	59604
NC_009703	66946
NC_016792	270082
NZ_CP013787	181332
NZ_CP005906	1194
NC_011497	2111
NZ_CP014830	1692
NZ_CP013664	64919
NZ_CP004199	2594
NZ_CP017672	108417
NZ_CP008888	3629
NZ_CP004268	5414
NC_014028	56529
NZ_CP005880	2889
NT_187152	38691
NZ_CP016630	44763
NC_021279	97240
NC_020947	7502
NZ_CP014302	7199
NZ_CP013937	18967
NC_023026	41013
NC_009620	1570951
NZ_CP014905	12076
NZ_CP019286	216196
NC_012161	30052
NZ_CP018751	20915
NC_023318	4286
NZ_LN824139	55416
NC_019202	103532
NC_019046	31684
NC_020545	89331
NZ_CP005090	34300
NC_014641	98156
NG_047933	1679
NZ_CP015307	7493
NZ_CP005770	9303
NZ_CP018877	128297
NZ_AP014823	29076
NZ_HG916854	759787
NC_025021	7620
NZ_CP018231	339300
NZ_CP013588	407297
NC_022437	43794
NC_014390	186325
NZ_CP013003	93084
NC_024979	107552
NC_001974	2514
NC_009132	63946
NZ_CP011830	38512
NC_015724	424140
NZ_CP005825	1037
NZ_CP014405	2473
NC_017225	30065
NC_010930	5206
NC_025169	1958
NG_048376	1172
NZ_CP012532	9708
NC_023070	1813
NC_025191	3269
NC_010847	18563
NC_008573	278942
NC_008691	5161
NZ_CP019907	20225
NC_011795	6148
NZ_CP013605	488789
NC_021909	615363
NC_021662	4518
NC_010927	23486
NG_048062	980
NC_018994	195560
NC_023906	113640
NC_011871	22433
NZ_CP008930	187571
NC_017069	72893
NC_025111	70102
NZ_CP016564	37697
NC_010423	4968
NC_022436	102023
NZ_CP018882	4285
NZ_CP004339	27020
NC_016606	2450
NZ_CP014289	46165
NZ_CP017041	77702
NZ_CP007059	130926
NZ_CP003711	30952
NC_007184	27240
NC_009726	54179
NG_047275	758
NC_019280	9964
NZ_CP016421	7506
NC_019338	88007
NC_010402	9661
NZ_CP015813	14131
NC_009350	155098
NZ_CP009636	238933
NZ_CP013657	143748
NC_019438	4263
NC_019292	42103
NC_016054	7122
NC_018983	26514
NG_047285	606
NZ_CP014076	1276
NZ_CP012485	11744
NC_013347	22694
NC_011777	272145
NG_048926	1033
NC_005008	4439
NC_021808	9615
NZ_HG813244	11152
NZ_CP012512	33488
NZ_HG938356	1638739
NZ_CP015997	98216
NC_005813	70159
NC_014107	199562
NC_003296	2094509
NZ_CP013567	1165895
NZ_CP009525	32371
NZ_CP019023	3256
NC_015333	9745
NZ_CP018423	45288
NC_018637	7552
NC_023141	77775
NZ_CP005864	1586
NZ_CP011357	90519
NC_010733	11237
NC_011794	33405
NZ_CP006909	275986
NZ_CP004206	1316
NZ_CP011839	90103
NZ_CP014613	24244
NC_001705	4630
NC_019257	70192
NC_017122	182940
NC_020061	549467
NZ_CP014626	41380
NZ_CP009214	55230
NZ_CP011123	25290
NC_002635	3625
NZ_CP016549	126046
NZ_CP007187	3347
NZ_CP019129	359
NZ_CP010909	6287
NZ_CP018339	204862
NG_047805	935
NZ_CP005855	2052
NG_048086	1040
NZ_CP005192	88374
NC_010481	29823
NZ_CP014419	32098
NC_017392	35901
NG_049256	1082
NZ_CP016535	31009
NZ_CP012183	118633
NZ_CP009293	335704
NZ_CP011496	67545
NC_025125	5154
NC_013408	10704
NC_019073	76878
NC_006375	1917
NG_052315	992
NZ_CP012980	20720
NG_052324	992
NG_048078	1049
NZ_CP010390	198371
NC_019686	3474
NZ_CP013571	414617
NZ_CP004176	3523
NC_003124	11823
NC_010899	2357
NZ_CP015968	6111
NC_023025	55913
NZ_CP013977	33498
NZ_CP011457	76597
NC_003527	4488
NC_021207	3126
NG_050305	861
NG_048865	1146
NC_014303	6951
NZ_CP004250	9397
NZ_CP017445	92726
NZ_CP018722	96073
NG_052247	992
NZ_AP017321	55980
NC_011727	16601
NZ_CP009858	50333
NG_049428	1004
NZ_CP015833	240662
NG_048472	1028
NG_050212	861
NZ_CP018329	27907
NC_019314	5979
NZ_CP018112	64467
NC_005297	8427
NC_011246	123937
NG_049075	1140
NZ_CP005915	1371
NZ_CP013098	59373
NG_048120	992
NZ_CP013783	50681
NZ_CP016479	7376
NZ_CP009841	95328
NZ_CP012927	3372
NC_017810	5113
NC_019784	1770
NZ_CP017288	58665
NC_011003	92661
NC_025144	108660
NC_008341	65132
NG_048115	1016
NZ_CP016463	708738
NZ_CP008832	13841
NC_008766	63609
NC_017590	142731
NZ_CP015730	300156
NZ_CP013224	112176
NZ_CP014303	89596
NZ_LN831304	157757
NC_008052	4381
NZ_CP018365	260772
NC_013157	22190
NZ_CP013054	2249899
NC_001431	2241
NC_012851	51398
NZ_CP014098	8141
NZ_CP014929	35470
NZ_CP015847	95598
NC_011759	94967
NZ_CP018282	3585
NZ_CP009710	26933
NZ_CP012682	161461
NZ_CP009432	144522
NC_009650	107576
NZ_CP017887	371069
NZ_CP018696	246755
NZ_CP014147	59360
NC_013363	5686
NC_008014	194553
NC_015903	30294
NZ_CP013501	315151
NC_013747	171943
NC_015963	166725
NC_019271	4813
NC_019308	28434
NC_019294	5445
NC_012886	52637
NZ_CP015504	56230
NG_050485	681
NZ_CP011291	58005
NZ_CP019578	69827
NC_018883	6880
NZ_CP016302	73188
NZ_CP010173	94395
NZ_CP006756	137012
NC_010422	74589
NC_006816	84514
NC_019743	20803
NC_015967	3137
NZ_CP012906	6835
NZ_CP009044	70030
NG_047797	938
NZ_CP018223	61559
NC_017801	2348
NZ_CP011570	33610
NC_022590	89871
NC_011879	426858
NZ_CP011984	13838
NC_019291	15520
NC_013010	94601
NZ_CP006588	121544
NC_023334	203577
NC_022077	2644
NC_012854	294782
NC_019437	7045
NG_047848	1055
NZ_CP013981	45912
NC_016904	103795
NG_049540	798
NG_048559	1769
NG_052498	977
NZ_LN824134	279305
NC_025028	66615
NC_020091	4151
NZ_CP014628	20916
NZ_LN890526	47244
NZ_CP013996	49420
NG_049373	862
NZ_CP014682	135727
NC_009788	70609
NZ_CP012910	242716
NC_010258	39281
NZ_CP012876	22930
NZ_CP012688	1999545
NZ_CP009589	52166
NZ_CP009637	42470
NC_012230	36518
NZ_CP009595	312478
NZ_AP017296	447304
NC_007489	105284
NC_002123	2295
NZ_CP016558	52449
NC_001380	4408
NZ_CP015419	113163
NG_048628	1146
NC_004981	2047
NC_010367	40894
NG_047870	1415
NC_014249	109570
NZ_CP013053	547106
NC_005004	24365
NC_015670	52076
NZ_CP009073	48488
NC_016608	36338
NC_017541	202852
NZ_CP011617	115319
NC_014149	37010
NC_023900	89017
NC_021180	49441
NC_012035	8021
NC_009429	877879
NZ_CP003950	172218
NC_024995	5537
NC_004929	76093
NZ_CP013776	36245
NG_050296	861
NC_013417	7516
NZ_CP011135	70533
NZ_CP015144	4204
NC_008443	8303
NC_012177	53953
NG_050523	681
NZ_CP018293	1177
NC_016824	2089
NZ_CP015503	84941
NC_012634	12377
NZ_CP014938	23149
NC_020262	4422
NZ_CP015621	7943
NZ_CP004235	20162
NC_011980	103275
NZ_CP012854	48789
NC_018999	65840
NC_007098	3156
NZ_CP008826	47290
NZ_CP011593	68910
NZ_CP017127	29704
NC_014718	822304
NC_015705	44754
NC_014005	31776
NZ_CP010837	36853
NZ_CP008844	55298
NC_003319	7686
NZ_CP012954	6078
NC_015171	4957
NC_001851	28155
NZ_CP019567	4817
NZ_CP012424	20501
NC_004999	83042
NC_004982	4719
NG_047998	1085
NZ_CP014403	3125
NZ_CP015360	14456
NC_009959	72296
NC_003123	11851
NC_012231	26181
NC_009672	57138
NC_021056	104048
NZ_CP004230	7719
NZ_CP018831	46747
NZ_AP014581	194177
NC_019297	3690
NC_011986	78730
NC_001337	11014
NC_023905	116047
NZ_CP015358	46701
NZ_CP014632	27021
NZ_CP017387	225962
NG_048007	1676
NZ_CP012345	119113
NC_021493	3860
NZ_CP011869	242173
NZ_CP009330	181460
NC_019554	21926
NC_018653	47689
NZ_LN865144	7742
NZ_CP019514	65920
NZ_CP016367	84850
NZ_CP009992	9670
NG_048845	1346
NC_018830	12195
NC_010696	35494
NZ_AP014580	495745
NC_011890	9829
NC_019218	59113
NC_019116	135168
NG_047799	953
NC_001376	2246
NZ_CP010824	16597
NG_047857	1598
NC_019775	22823
NZ_CP013037	44233
NZ_CP009970	7863
NZ_CP004303	23318
NC_005701	1669
NC_002117	7553
NC_021225	49018
NZ_CP013549	413457
NC_015694	66926
NC_021226	39468
NT_187149	47988
NC_020263	118136
NZ_CP012626	110808
NZ_CP017109	29788
NZ_CP014083	20590
NZ_CP012484	9032
NC_017380	3253
NZ_CP016025	50770
NC_019741	38468
NC_004444	199035
NC_004838	100990
NZ_CP017869	45633
NG_050147	861
NC_021156	11067
NG_047915	686
NC_008274	26533
NC_017144	3035
NZ_CP015330	5053
NZ_CP014690	261375
NZ_CP005704	13172
NC_019565	1634
NZ_CP007517	51047
NZ_CP018430	208225
NC_012104	26525
NC_012655	94830
NC_010394	23319
NZ_CP012880	2861
NZ_CP009669	28155
NC_002126	19533
NZ_CP014128	197912
NZ_CP019315	77607
NC_019157	43380
NC_017212	9547
NC_005862	6066
NZ_CP015133	26450
NC_011874	28770
NC_019760	93032
NZ_CP018747	27673
NC_019384	53286
NG_047825	977
NC_008697	307814
NZ_CP008935	21665
NC_017654	12068
NC_008703	302089
NZ_CP007015	53629
NZ_CP015507	386866
NZ_CP011350	761374
NZ_CP009650	273588
NC_020279	3940
NC_012176	20932
NZ_CP014491	62572
NC_017781	13275
NZ_CP010182	4980
NC_004998	125491
NG_048106	1016
NZ_CP007648	129218
NZ_CP012287	33075
NZ_CP007487	53648
NZ_CP005681	11040
NC_007615	18871
NC_017398	29615
NC_015068	36085
NZ_CP013525	407814
NC_021622	56171
NZ_CP015816	95910
NC_009346	5153
NC_017377	12783
NT_187143	21706
NC_019249	3178
NC_012158	30408
NZ_CP007508	59372
NG_048123	1412
NZ_CP009017	33703
NZ_CP005923	1067
NC_010469	12183
NZ_CP012710	16222
NZ_CP012858	39667
NC_012987	141504
NZ_CP004362	2216
NG_050120	861
NZ_CP016599	20388
NC_017073	73380
NZ_CP007138	87120
NC_019357	5424
NZ_CP015799	27866
NC_007099	4244
NC_012198	27581
NZ_CP010192	162720
NZ_CP019032	33071
NC_019335	88115
NC_010366	147625
NZ_CP012488	13955
NZ_CP014828	2805
NZ_CP005746	126786
NZ_CP013038	14657
NZ_CP009340	181369
NZ_CP018819	85161
NG_049013	1076
NC_017019	33246
NZ_CP016548	90835
NC_016626	1951047
NZ_CP015844	95598
NZ_CP014100	8421
NZ_CP016947	100794
NZ_CP008890	84621
NC_015863	23395
NC_006139	121587
NZ_CP010367	5413
NC_011885	179973
NZ_CP014914	35858
NZ_CP019207	81410
NZ_CP013767	31920
NZ_CP018859	213737
NZ_CP013001	393620
NC_006676	2687
NC_019256	32533
NZ_CP013255	113210
NC_004846	32433
NZ_CP004211	1156
NC_017472	78145
NZ_CP005865	2828
NZ_CP007185	2429
NC_003079	4091
NC_020991	94089
NZ_CP013333	15572
NC_019209	4613
NZ_CP014678	18625
NC_011996	80545
NC_017170	8431
NZ_CP004341	4535
NC_019739	146045
NC_017822	17493
NG_050059	861
NG_048225	2120
NC_019053	3069
NG_050542	752
NC_021815	221009
NC_012494	28200
NZ_CP014601	54364
NZ_CP004219	6343
NC_001375	6354
NZ_CP004869	67159
NZ_CP006843	58432
NC_016049	7646
NZ_CP016416	127066
NC_021239	5789
NG_047646	1460
NG_052538	992
NG_048751	967
NC_020296	118712
NG_047245	1061
