	target name	taccession	query name	qaccession	fE-value	fscore	fbias	dE-value	dscore	dbias	exp	reg	clu	ov	env	dom	rep	inc	description of target	qlen	plasmid ID
795	blaI	RF0042	ref|YP_006937815.1|	-	3.0999999999999997e-85	275.5	16.8	3.399999999999999e-85	275.3	16.8	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase repressor BlaI (plasmid) [Staphylococcus aureus]	126.0	NC_013324
796	APH3'	RF0173	ref|YP_006937819.1|	-	3.1999999999999996e-113	370.6	0.4	3.599999999999999e-113	370.4	0.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Aminoglycoside 3'-phosphotransferase (Kanamycin kinase, type III) (Neomycin-kanamycin phosphotransferase type III) (APH(3')III) (plasmid) [Staphylococcus aureus]	264.0	NC_013324
798	PC1	RF0111	ref|YP_006938263.1|	-	1.9999999999999996e-184	604.1	21.3	2.299999999999999e-184	603.9	21.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase (plasmid) [Staphylococcus aureus]	281.0	NC_013337
800	blaI	RF0042	ref|YP_006938265.1|	-	3.399999999999999e-85	275.3	15.8	3.8e-85	275.2	15.8	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase repressor BlaI (plasmid) [Staphylococcus aureus]	126.0	NC_013337
801	ABC_efflux	RF0007	ref|YP_006939022.1|	-	1.0999999999999998e-77	254.7	0.5	1.5999999999999998e-77	254.1	0.5	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ABC-type bacteriocin transporter family protein (plasmid) [Staphylococcus epidermidis]	718.0	NC_013377
802	APH3'	RF0173	ref|YP_006937247.1|	-	3.1999999999999996e-113	370.6	0.4	3.599999999999999e-113	370.4	0.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Aminoglycoside 3'-phosphotransferase (Kanamycin kinase, type III) (Neomycin-kanamycin phosphotransferase type III) (APH(3')III) (plasmid) [Staphylococcus aureus]	264.0	NC_013294
804	blaI	RF0042	ref|YP_006937253.1|	-	3.0999999999999997e-85	275.5	16.8	3.399999999999999e-85	275.3	16.8	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase repressor BlaI (plasmid) [Staphylococcus aureus]	126.0	NC_013294
805	PC1	RF0111	ref|YP_006937255.1|	-	3.199999999999999e-185	606.7	22.1	3.5999999999999985e-185	606.6	22.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase (plasmid) [Staphylococcus aureus]	281.0	NC_013294
807	APH3'	RF0173	ref|YP_006937284.1|	-	3.1999999999999996e-113	370.6	0.4	3.599999999999999e-113	370.4	0.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Aminoglycoside 3'-phosphotransferase (Kanamycin kinase, type III) (Neomycin-kanamycin phosphotransferase type III) (APH(3')III) (plasmid) [Staphylococcus aureus]	264.0	NC_013296
809	PC1	RF0111	ref|YP_006937309.1|	-	3.199999999999999e-185	606.7	22.1	3.5999999999999985e-185	606.6	22.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase (plasmid) [Staphylococcus aureus]	281.0	NC_013296
811	blaI	RF0042	ref|YP_006937311.1|	-	3.0999999999999997e-85	275.5	16.8	3.399999999999999e-85	275.3	16.8	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase repressor BlaI (plasmid) [Staphylococcus aureus]	126.0	NC_013296
812	APH3'	RF0173	ref|YP_006937336.1|	-	3.1999999999999996e-113	370.6	0.4	3.599999999999999e-113	370.4	0.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Aminoglycoside 3'-phosphotransferase (Kanamycin kinase, type III) (Neomycin-kanamycin phosphotransferase type III) (APH(3')III) (plasmid) [Staphylococcus aureus]	264.0	NC_013298
814	blaI	RF0042	ref|YP_006937342.1|	-	3.0999999999999997e-85	275.5	16.8	3.399999999999999e-85	275.3	16.8	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase repressor BlaI (plasmid) [Staphylococcus aureus]	126.0	NC_013298
815	PC1	RF0111	ref|YP_006937344.1|	-	3.199999999999999e-185	606.7	22.1	3.5999999999999985e-185	606.6	22.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase (plasmid) [Staphylococcus aureus]	281.0	NC_013298
817	APH3'	RF0173	ref|YP_006938115.1|	-	3.1999999999999996e-113	370.6	0.4	3.599999999999999e-113	370.4	0.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Aminoglycoside 3'-phosphotransferase (Kanamycin kinase, type III) (Neomycin-kanamycin phosphotransferase type III) (APH(3')III) (plasmid) [Staphylococcus aureus]	264.0	NC_013332
819	blaI	RF0042	ref|YP_006938127.1|	-	3.0999999999999997e-85	275.5	16.8	3.399999999999999e-85	275.3	16.8	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase repressor BlaI (plasmid) [Staphylococcus aureus]	126.0	NC_013332
820	PC1	RF0111	ref|YP_006938129.1|	-	3.199999999999999e-185	606.7	22.1	3.5999999999999985e-185	606.6	22.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase (plasmid) [Staphylococcus aureus]	281.0	NC_013332
822	Chlor_Acetyltrans_CAT	RF0050	ref|YP_006937477.1|	-	1.8999999999999997e-94	308.3	8.7	2.0999999999999998e-94	308.1	8.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Chloramphenicol acetyltransferase (CAT) (plasmid) [Staphylococcus aureus]	215.0	NC_013306
823	blaI	RF0042	ref|YP_006938050.1|	-	2.2999999999999997e-85	275.9	16.7	2.5999999999999995e-85	275.7	16.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase repressor BlaI (plasmid) [Staphylococcus aureus]	126.0	NC_013330
824	PC1	RF0111	ref|YP_006938052.1|	-	1.2999999999999997e-181	594.9	21.3	1.3999999999999997e-181	594.7	21.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase (plasmid) [Staphylococcus aureus]	281.0	NC_013330
826	PC1	RF0111	ref|YP_006940779.1|	-	1.2999999999999997e-181	594.9	21.3	1.3999999999999997e-181	594.7	21.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase (plasmid) [Staphylococcus aureus]	281.0	NC_019007
828	blaR1	RF0043	ref|YP_006940780.1|	-	0.0	1344.4	60.0	0.0	1344.3	60.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase regulatory sensor-transducer BlaR1 (plasmid) [Staphylococcus aureus]	585.0	NC_019007
829	blaI	RF0042	ref|YP_006940781.1|	-	2.2999999999999997e-85	275.9	16.7	2.5999999999999995e-85	275.7	16.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase repressor BlaI (plasmid) [Staphylococcus aureus]	126.0	NC_019007
830	PC1	RF0111	ref|YP_006940902.1|	-	1.2999999999999997e-181	594.9	21.3	1.3999999999999997e-181	594.7	21.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase (plasmid) [Staphylococcus aureus]	281.0	NC_019010
832	blaI	RF0042	ref|YP_006940904.1|	-	2.2999999999999997e-85	275.9	16.7	2.5999999999999995e-85	275.7	16.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase repressor BlaI (plasmid) [Staphylococcus aureus]	126.0	NC_019010
833	PC1	RF0111	ref|YP_006937698.1|	-	2.2999999999999993e-118	387.4	11.6	2.599999999999999e-118	387.2	11.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase (plasmid) [Staphylococcus aureus]	194.0	NC_013321
835	APH3	RF0033	ref|YP_006937700.1|	-	1.8e-18	59.8	0.1	3e-18	59.1	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	6'-aminoglycoside N-acetyltransferase (AAC(6')) / 2''-aminoglycoside phosphotransferase (plasmid) [Staphylococcus aureus]	479.0	NC_013321
836	PC1	RF0111	ref|YP_006937183.1|	-	2.5999999999999992e-185	607.0	21.7	2.9999999999999983e-185	606.8	21.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase (plasmid) [Staphylococcus aureus]	281.0	NC_013290
838	blaR1	RF0043	ref|YP_006937184.1|	-	0.0	1349.5	61.6	0.0	1349.3	61.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase regulatory sensor-transducer BlaR1 (plasmid) [Staphylococcus aureus]	599.0	NC_013290
839	blaI	RF0042	ref|YP_006937185.1|	-	2.2999999999999997e-85	275.9	16.7	2.5999999999999995e-85	275.7	16.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase repressor BlaI (plasmid) [Staphylococcus aureus]	126.0	NC_013290
840	ErmC	RF0071	ref|YP_006937187.1|	-	1.1999999999999995e-171	561.4	23.2	1.3999999999999994e-171	561.3	23.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	rRNA adenine N-6-methyltransferase (Macrolide-lincosamide-streptogramin B resistance protein) (Erythromycin resistance protein) (plasmid) [Staphylococcus aureus]	244.0	NC_013291
842	PC1	RF0111	ref|YP_006937975.1|	-	5.399999999999999e-182	596.1	20.3	6.099999999999999e-182	596.0	20.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase (plasmid) [Staphylococcus aureus]	281.0	NC_013328
844	blaI	RF0042	ref|YP_006937977.1|	-	2.2999999999999997e-85	275.9	16.7	2.5999999999999995e-85	275.7	16.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase repressor BlaI (plasmid) [Staphylococcus aureus]	126.0	NC_013328
845	tet_MFS_efflux	RF0134	ref|YP_006937988.1|	-	1.0999999999999999e-104	343.4	38.2	1.1999999999999997e-104	343.2	38.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	tetracycline resistance protein (plasmid) [Staphylococcus aureus]	459.0	NC_013328
847	blaI	RF0042	ref|YP_006939056.1|	-	3.399999999999999e-85	275.3	15.8	3.8e-85	275.2	15.8	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase repressor BlaI (plasmid) [Staphylococcus epidermidis]	126.0	NC_013379
848	blaR1	RF0043	ref|YP_006939057.1|	-	0.0	1337.5	60.9	0.0	1337.3	60.9	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase regulatory sensor-transducer BlaR1 (plasmid) [Staphylococcus epidermidis]	585.0	NC_013379
849	PC1	RF0111	ref|YP_006939058.1|	-	3.099999999999999e-184	603.5	21.4	3.4999999999999993e-184	603.3	21.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase (plasmid) [Staphylococcus epidermidis]	281.0	NC_013379
851	APH3	RF0033	ref|YP_006939280.1|	-	1.8e-18	59.8	0.1	3e-18	59.1	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	6'-aminoglycoside N-acetyltransferase (AAC(6')) / 2''-aminoglycoside phosphotransferase (plasmid) [Staphylococcus epidermidis]	479.0	NC_013393
852	PC1	RF0111	ref|YP_006939159.1|	-	5.399999999999999e-182	596.1	20.3	6.099999999999999e-182	596.0	20.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase (plasmid) [Staphylococcus epidermidis]	281.0	NC_013383
854	blaR1	RF0043	ref|YP_006939160.1|	-	0.0	1343.2	60.5	0.0	1343.0	60.5	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase regulatory sensor-transducer BlaR1 (plasmid) [Staphylococcus epidermidis]	585.0	NC_013383
855	PC1	RF0111	ref|YP_006937500.1|	-	2.5999999999999992e-185	607.0	21.7	2.9999999999999983e-185	606.8	21.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase (plasmid) [Staphylococcus aureus]	281.0	NC_013313
857	blaR1	RF0043	ref|YP_006937501.1|	-	0.0	1349.6	61.6	0.0	1349.4	61.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase regulatory sensor-transducer BlaR1 (plasmid) [Staphylococcus aureus]	585.0	NC_013313
858	blaI	RF0042	ref|YP_006937502.1|	-	2.2999999999999997e-85	275.9	16.7	2.5999999999999995e-85	275.7	16.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase repressor BlaI (plasmid) [Staphylococcus aureus]	126.0	NC_013313
859	ErmC	RF0071	ref|YP_006937474.1|	-	1.1999999999999995e-171	561.4	23.2	1.3999999999999994e-171	561.3	23.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	rRNA adenine N-6-methyltransferase, (Macrolide-lincosamide-streptogramin B resistance protein) (Erythromycin resistance protein) (plasmid) [Staphylococcus aureus]	244.0	NC_013305
861	tet_MFS_efflux	RF0134	ref|YP_006937482.1|	-	1.0999999999999999e-104	343.4	38.2	1.1999999999999997e-104	343.2	38.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	tetracycline resistance protein (plasmid) [Staphylococcus aureus]	459.0	NC_013307
863	ErmC	RF0071	ref|YP_006938617.1|	-	1.5999999999999996e-170	557.8	23.2	1.7999999999999998e-170	557.7	23.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	rRNA adenine N-6-methyltransferase (Macrolide-lincosamide-streptogramin B resistance protein) (Erythromycin resistance protein) (plasmid) [Staphylococcus aureus]	244.0	NC_013345
865	Chlor_Acetyltrans_CAT	RF0050	ref|YP_006937486.1|	-	1.8999999999999997e-94	308.3	8.7	2.0999999999999998e-94	308.1	8.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Chloramphenicol acetyltransferase (CAT) (plasmid) [Staphylococcus aureus]	215.0	NC_013308
866	tet_MFS_efflux	RF0134	ref|YP_006937498.1|	-	1.0999999999999999e-104	343.4	38.2	1.1999999999999997e-104	343.2	38.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	tetracycline resistance protein (plasmid) [Staphylococcus aureus]	459.0	NC_013312
868	PC1	RF0111	ref|YP_006937209.1|	-	3.199999999999999e-185	606.7	22.1	3.5999999999999985e-185	606.6	22.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase (plasmid) [Staphylococcus aureus]	281.0	NC_013292
870	blaI	RF0042	ref|YP_006937211.1|	-	3.0999999999999997e-85	275.5	16.8	3.399999999999999e-85	275.3	16.8	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase repressor BlaI (plasmid) [Staphylococcus aureus]	126.0	NC_013292
871	PC1	RF0111	ref|YP_006937237.1|	-	2.5999999999999992e-185	607.0	21.7	2.9999999999999983e-185	606.8	21.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase (plasmid) [Staphylococcus aureus]	281.0	NC_013293
873	blaR1	RF0043	ref|YP_006937238.1|	-	0.0	1349.6	61.6	0.0	1349.4	61.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase regulatory sensor-transducer BlaR1 (plasmid) [Staphylococcus aureus]	585.0	NC_013293
874	blaI	RF0042	ref|YP_006937239.1|	-	2.2999999999999997e-85	275.9	16.7	2.5999999999999995e-85	275.7	16.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase repressor BlaI (plasmid) [Staphylococcus aureus]	126.0	NC_013293
875	APH3'	RF0173	ref|YP_006937379.1|	-	3.1999999999999996e-113	370.6	0.4	3.599999999999999e-113	370.4	0.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Aminoglycoside 3'-phosphotransferase (Kanamycin kinase, type III) (Neomycin-kanamycin phosphotransferase type III) (APH(3')III) (plasmid) [Staphylococcus aureus]	264.0	NC_013299
877	PC1	RF0111	ref|YP_006937388.1|	-	3.199999999999999e-185	606.7	22.1	3.5999999999999985e-185	606.6	22.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase (plasmid) [Staphylococcus aureus]	281.0	NC_013299
879	PC1	RF0111	ref|YP_006937405.1|	-	2.5999999999999992e-185	607.0	21.7	2.9999999999999983e-185	606.8	21.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase (plasmid) [Staphylococcus aureus]	281.0	NC_013301
881	blaR1	RF0043	ref|YP_006937406.1|	-	0.0	1349.6	61.6	0.0	1349.4	61.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase regulatory sensor-transducer BlaR1 (plasmid) [Staphylococcus aureus]	585.0	NC_013301
882	blaI	RF0042	ref|YP_006937407.1|	-	2.2999999999999997e-85	275.9	16.7	2.5999999999999995e-85	275.7	16.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase repressor BlaI (plasmid) [Staphylococcus aureus]	126.0	NC_013301
883	blaI	RF0042	ref|YP_006940829.1|	-	2.2999999999999997e-85	275.9	16.7	2.5999999999999995e-85	275.7	16.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase repressor BlaI (plasmid) [Staphylococcus aureus]	126.0	NC_019008
884	blaR1	RF0043	ref|YP_006940830.1|	-	0.0	1342.3	59.8	0.0	1342.2	59.8	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase regulatory sensor-transducer BlaR1 (plasmid) [Staphylococcus aureus]	585.0	NC_019008
885	PC1	RF0111	ref|YP_006940831.1|	-	1.2999999999999997e-181	594.9	21.3	1.3999999999999997e-181	594.7	21.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Beta-lactamase (plasmid) [Staphylococcus aureus]	281.0	NC_019008
887	APH3	RF0033	ref|YP_006938464.1|	-	1.8e-18	59.8	0.1	3e-18	59.1	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	6'-aminoglycoside N-acetyltransferase (AAC(6')) / 2''-aminoglycoside phosphotransferase (plasmid) [Staphylococcus aureus]	479.0	NC_013342
888	ANT	RF0166	ref|YP_006938491.1|	-	3.2e-80	262.1	0.0	3.5999999999999995e-80	262.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	kanamycin nucleotidyltransferase (plasmid) [Staphylococcus aureus]	253.0	NC_013342
889	ANT	RF0166	ref|YP_006938582.1|	-	1.3999999999999996e-78	256.8	0.1	1.5999999999999995e-78	256.6	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Kanamycin nucleotidyltransferase (plasmid) [Staphylococcus aureus]	247.0	NC_013344
890	APH3	RF0033	ref|YP_006938602.1|	-	1.8e-18	59.8	0.1	3e-18	59.1	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	6'-aminoglycoside N-acetyltransferase (AAC(6')) / 2''-aminoglycoside phosphotransferase (plasmid) [Staphylococcus aureus]	479.0	NC_013344
891	TetA-B	RF0128	ref|YP_006940241.1|	-	7.999999999999996e-278	913.6	30.6	8.999999999999995e-278	913.4	30.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	tet operon (B) (plasmid) [Escherichia coli F18+]	417.0	NC_018998
894	Qnr	RF0113	ref|YP_006903019.1|	-	7.299999999999999e-113	368.5	6.1	7.999999999999999e-113	368.3	6.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	quinolone resistance protein (plasmid) [Escherichia coli]	214.0	NC_019033
895	APH3''	RF0172	ref|YP_006905827.1|	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aminoglycoside 3'-phosphotransferase (plasmid) [Escherichia coli ETEC 1392/75]	267.0	NC_019040
897	APH6	RF0034	ref|YP_006905828.1|	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	streptomycin resistance protein B (plasmid) [Escherichia coli ETEC 1392/75]	278.0	NC_019040
898	ANT3	RF0027	ref|YP_006902981.1|	-	1.4999999999999993e-167	548.4	0.9	1.699999999999999e-167	548.1	0.9	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aminoglycoside adenylyltranse (plasmid) [Escherichia coli]	335.0	NC_019037
900	ANT3	RF0027	ref|YP_006903505.1|	-	4.3999999999999984e-169	553.4	1.1	4.899999999999998e-169	553.2	1.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aminoglycoside adenylyltransferase AadA1 (plasmid) [Escherichia coli]	263.0	NC_019043
902	Chlor_Efflux_Pump	RF0051	ref|YP_006903506.1|	-	1.7999999999999995e-180	593.2	41.4	2.1e-180	592.9	41.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	chloramphenicol efflux protein CmlA (plasmid) [Escherichia coli]	419.0	NC_019043
903	ANT3	RF0027	ref|YP_006903507.1|	-	6.799999999999998e-168	549.5	0.9	7.599999999999996e-168	549.3	0.9	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aminoglycoside adenylyltransferase AadA2 (plasmid) [Escherichia coli]	267.0	NC_019043
905	TEM	RF0126	ref|YP_006952163.1|	-	1.5999999999999994e-205	673.5	0.0	1.7999999999999995e-205	673.4	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ampicillin resistance protein (plasmid) [Escherichia coli]	286.0	NC_019053
907	TEM	RF0126	ref|YP_006952164.1|	-	1.3999999999999993e-204	670.5	0.0	1.5999999999999993e-204	670.3	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ampicillin resistance protein (plasmid) [Escherichia coli]	286.0	NC_019054
909	APH3''	RF0172	ref|YP_006952282.1|	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	streptomycin phosphotransferase A (plasmid) [Escherichia coli]	267.0	NC_019060
911	APH6	RF0034	ref|YP_006952283.1|	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	streptomycin phosphotransferase B (plasmid) [Escherichia coli]	278.0	NC_019060
912	AAC3	RF0002	ref|YP_006952300.1|	-	2.7e-90	295.1	0.0	3.899999999999999e-90	294.6	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aminoglycoside N3'-acetyltransferase (plasmid) [Escherichia coli]	267.0	NC_019061
913	APH3''	RF0172	ref|YP_006952303.1|	-	4.4999999999999987e-98	320.7	0.2	4.9999999999999995e-98	320.6	0.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	streptomycin phosphotransferase StrA (plasmid) [Escherichia coli]	163.0	NC_019061
915	APH6	RF0034	ref|YP_006952304.1|	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	streptomycin phosphotransferase StrB (plasmid) [Escherichia coli]	278.0	NC_019061
916	APH6	RF0034	ref|YP_006953260.1|	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	StrB, streptomycin (6) phosphotransferase B (plasmid) [Escherichia coli]	278.0	NC_019070
917	CMY-LAT-MOX-ACT-MIR-FOX	RF0057	ref|YP_006953600.1|	-	1.999999999999999e-204	671.4	0.7	2.199999999999999e-204	671.3	0.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	beta-lactamase (plasmid) [Escherichia coli]	380.0	NC_019080
919	AAC6-I	RF0004	ref|YP_006953604.1|	-	3.399999999999999e-86	280.3	2.5	3.7e-86	280.1	2.5	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aminoglycoside acetyltransferase (plasmid) [Escherichia coli]	184.0	NC_019081
920	GES	RF0076	ref|YP_006953605.1|	-	9.199999999999996e-206	674.5	0.7	9.999999999999996e-206	674.3	0.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	EsbL (plasmid) [Escherichia coli]	287.0	NC_019081
922	GES	RF0076	ref|YP_006953606.1|	-	6.099999999999997e-206	675.0	0.6	6.799999999999997e-206	674.9	0.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	carbapenemase (plasmid) [Escherichia coli]	287.0	NC_019081
924	AAC6-Ib	RF0005	ref|YP_006953607.1|	-	1.1999999999999997e-126	412.3	0.1	1.2999999999999997e-126	412.2	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	AacA4 (plasmid) [Escherichia coli]	172.0	NC_019081
925	ClassD	RF0056	ref|YP_006953608.1|	-	7.099999999999998e-106	346.0	0.0	7.999999999999999e-106	345.8	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	OXA-2 (plasmid) [Escherichia coli]	275.0	NC_019081
926	ANT3	RF0027	ref|YP_006953610.1|	-	8.299999999999998e-169	552.5	1.1	9.299999999999997e-169	552.3	1.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	AadA1 (plasmid) [Escherichia coli]	263.0	NC_019081
928	ANT3	RF0027	ref|YP_006953618.1|	-	2.499999999999999e-168	550.9	0.8	2.7999999999999993e-168	550.7	0.8	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aminoglycoside adenyltransferase (plasmid) [Escherichia coli]	263.0	NC_019082
930	Qnr	RF0113	ref|YP_006953623.1|	-	8.599999999999998e-136	443.4	12.0	9.599999999999998e-136	443.3	12.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	QnrA1 (plasmid) [Escherichia coli]	218.0	NC_019082
931	CARB-PSE	RF0044	ref|YP_006953624.1|	-	4.399999999999999e-186	610.1	0.6	4.899999999999999e-186	609.9	0.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	penicilinasa (plasmid) [Escherichia coli]	288.0	NC_019082
933	ANT3	RF0027	ref|YP_006953625.1|	-	5.3999999999999986e-167	546.5	0.9	5.9999999999999974e-167	546.4	0.9	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	aminoglycoside adenyltransferase (plasmid) [Escherichia coli]	263.0	NC_019082
935	TetA	RF0127	ref|YP_006953645.1|	-	6.099999999999998e-210	689.9	25.6	6.799999999999998e-210	689.7	25.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	TetA (plasmid) [Escherichia coli]	399.0	NC_019082
938	Qnr	RF0113	ref|YP_006953704.1|	-	7.299999999999999e-113	368.5	6.1	7.999999999999999e-113	368.3	6.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	QnrB19 (plasmid) [Escherichia coli]	214.0	NC_019085
939	Qnr	RF0113	ref|YP_006953705.1|	-	7.299999999999999e-113	368.5	6.1	7.999999999999999e-113	368.3	6.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	QnrB19 (plasmid) [Escherichia coli]	214.0	NC_019086
940	CTXM	RF0059	ref|YP_006953733.1|	-	2.2999999999999992e-191	627.3	4.3	2.4999999999999988e-191	627.1	4.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	beta-lactamase CTX-M-24 (plasmid) [Escherichia coli O25b:H4-ST131]	291.0	NC_019087
