locus	CDS
NZ_LN890286	5
NZ_LN890287	2
NZ_LT635894	5
NZ_LT635895	2
NZ_CP014325	83
NZ_CP014520	21
NZ_CP014521	7
NZ_CP014605	12
NZ_CP018882	3
NZ_CP015797	26
NZ_CP015798	42
NZ_CP015799	38
NZ_CP015800	42
NZ_CP015801	42
NZ_CP015802	22
NZ_CP015803	21
NZ_CP015804	21
NZ_CP015805	21
NZ_CP015806	28
NZ_CP015807	23
NZ_CP015808	37
NZ_CP015809	64
NZ_CP015962	10
NZ_CP015608	76
NZ_CP015609	38
NZ_CP018934	113
NZ_CP019031	40
NZ_CP019032	36
NZ_CP019033	34
NZ_CP018932	113
NZ_CP009252	52
NZ_CP009250	6
NZ_CP016078	91
NZ_CP018936	110
NZ_CP019036	84
NZ_CP019037	394
NZ_CP015585	276
NZ_CP015586	65
NZ_CP015587	55
NZ_CP018682	97
NZ_CP018683	90
NZ_CP018684	66
NZ_CP013937	25
NZ_CP013938	2
NZ_CP017300	429
NZ_CP017301	58
NZ_CP017302	12
NZ_CP017303	390
NZ_CP017304	313
NZ_CP012412	6
NZ_CP017997	59
NZ_CP017998	10
NZ_CP012751	8
NZ_CP009803	135
NZ_CP009804	20
NZ_CP019045	150
NZ_CP018831	56
NZ_CP018832	318
NZ_CP018833	6
NZ_CP018834	18
NZ_CP018825	54
NZ_CP018826	6
NZ_CP018827	318
NZ_CP018829	18
NZ_CP018320	100
NZ_CP016897	82
NZ_CP016898	89
NZ_CP016899	12
NZ_CP016900	13
NZ_CP016901	4
NZ_CP016902	4
NZ_CP016903	4
NZ_CP009424	4
NZ_CP009425	32
NZ_CP019241	35
NZ_CP019242	103
NZ_CP019237	29
NZ_CP019238	91
NZ_CP015781	26
NZ_CP015782	42
NZ_CP015783	38
NZ_CP015784	42
NZ_CP015785	42
NZ_CP015786	22
NZ_CP015787	10
NZ_CP015788	20
NZ_CP015789	21
NZ_CP015790	24
NZ_CP015791	28
NZ_CP015792	23
NZ_CP015793	37
NZ_CP015794	6
NZ_CP015795	64
NZ_CP019083	86
NZ_CP019084	43
NZ_CP015757	25
NG_047231	1
NG_047250	1
NG_047251	1
NG_047264	1
NG_047266	1
NG_047275	1
NG_047279	1
NG_047292	1
NG_047308	1
NG_047321	1
NG_047337	1
NG_047373	1
NG_047375	1
NG_047376	1
NG_047559	1
NG_047655	1
NG_047723	1
NG_047747	1
NG_047770	1
NG_047842	1
NG_047897	1
NG_048042	1
NG_048062	1
NG_048307	1
NG_048308	1
NG_050583	1
NG_051697	1
NG_051883	1
NG_052030	1
NG_052648	1
NZ_CP013047	123
NZ_CP013858	15
NZ_CP015700	1
NZ_CP015701	7
NZ_CP015702	32
NZ_CP015703	2
NZ_CP015704	21
NZ_CP015705	2
NZ_CP015706	29
NZ_CP015707	2
NZ_CP015708	7
NZ_CP015709	3
NZ_CP015710	5
NZ_CP015711	3
NZ_CP015712	4
NZ_CP015713	8
NZ_CP015714	12
NZ_CP015715	16
NZ_CP015716	29
NZ_CP015717	12
NZ_CP015718	13
NZ_CP015719	13
NZ_CP015720	26
NZ_CP015721	24
NZ_CP015722	10
NZ_CP015723	29
NG_050504	1
NZ_CP019324	32
NZ_CP019308	226
NZ_CP019309	197
NZ_CP019310	63
NZ_CP019311	50
NZ_CP014797	200
NZ_CP014798	133
NZ_CP014799	25
NZ_CP014800	24
NZ_CP014801	106
NZ_CP014802	149
NZ_CP014803	101
NZ_CP014804	11
NZ_CP019313	71
NZ_CP019314	80
NZ_CP019315	77
NZ_CP019316	59
NZ_CP019317	52
NZ_CP019318	35
NZ_CP019319	33
NZ_CP015089	134
NZ_CP015090	180
NZ_CP015091	220
NZ_CP015092	172
NZ_CP015094	53
NZ_CP015095	123
NZ_CP015096	38
NZ_CP015097	52
NZ_CP013917	128
NZ_CP013918	35
NZ_CP010104	46
NZ_CP019286	178
NZ_CP019287	4
NZ_CP015616	181
NZ_CP015617	53
NZ_CP015618	15
NZ_CP015619	17
NZ_CP015620	13
NZ_CP015621	11
NZ_CP018872	57
NZ_CP018873	51
NZ_CP019446	114
NZ_CP019447	84
NZ_CP019125	51
NZ_CP019126	133
NZ_CP019127	51
NZ_CP019128	3
NZ_CP019129	1
NZ_CP019130	7
NZ_CP019131	6
NZ_CP019132	1
NZ_CP019133	2
NZ_CP019134	2
NZ_CP019135	1
NZ_CP019136	1
NZ_CP019137	1
NZ_CP019138	4
NZ_CP019139	0
NZ_CP019140	1
NZ_CP019141	1
NZ_CP019142	1
NZ_LT670852	17
NZ_CP014809	166
NZ_CP014810	55
NZ_CP014811	48
NZ_CP014812	46
NZ_CP014813	28
NZ_CP014814	23
NZ_CP014815	18
NZ_CP014816	14
NZ_CP014817	21
NZ_CP014818	6
NZ_CP014819	7
NZ_CP014820	3
NZ_CP014821	7
NZ_CP014822	7
NZ_CP014823	2
NZ_CP014824	5
NZ_CP014825	4
NZ_CP014826	4
NZ_CP014827	4
NZ_CP014828	2
NZ_CP014829	2
NZ_CP014830	2
NZ_CP014831	2
NZ_CP014832	1
NZ_CP014833	2
NC_020273	9
NZ_CP009680	7
NZ_CP014701	9
NZ_LN999830	6
NZ_CP013728	11
NC_010258	45
NZ_CP014202	66
NZ_CP018203	40
NZ_CP018204	43
NZ_CP017407	63
NZ_CP017408	56
NZ_CP017409	45
NZ_CP017410	32
NZ_CP017411	19
NZ_CP017412	50
NZ_CP019513	87
NZ_CP019514	89
NZ_CP019589	185
NZ_CP016002	1428
NZ_CP016003	261
NZ_CP016004	293
NZ_CP016005	741
NZ_CP016006	161
NC_022531	7
NZ_CP019295	155
NZ_CP019296	134
NZ_CP019297	126
NZ_CP019298	124
NZ_CP019328	186
NZ_CP019329	204
NZ_CP019330	69
NZ_CP019068	248
NZ_CP019069	122
NZ_AP014882	202
NZ_AP014883	11
NZ_AP014884	4
NZ_AP014885	2
NC_008213	44
NZ_CP010837	37
NZ_CP014203	112
NZ_CP018824	5
NC_017457	84
NC_017460	6
NC_017458	6
NZ_CP016330	38
NZ_CP016331	18
NZ_CP019631	367
NZ_CP019632	112
NZ_CP019671	21
NZ_CP019608	39
NZ_CP016088	3
NZ_CP019627	6
NZ_CP014487	60
NZ_CP014433	4
NZ_CP014434	32
NZ_CP014427	4
NZ_CP014428	32
NZ_CP019641	313
NZ_CP019642	97
NZ_CP019643	14
NC_006625	258
NC_017541	234
NC_022078	375
NC_022083	15
NZ_CP003994	5
NZ_CP003995	9
NZ_CP003996	3
NZ_CP003997	62
NZ_CP003998	113
NZ_CP004000	346
NC_009649	209
NC_009650	143
NC_009651	119
NC_009652	6
NC_009653	7
NC_011282	212
NC_011281	109
NC_018107	397
NC_021501	135
NZ_CP006919	28
NZ_CP006921	20
NZ_CP006922	108
NZ_CP006924	10
NZ_CP006925	36
NZ_CP006926	93
NZ_CP006927	161
NZ_CP006928	17
NZ_CP008828	21
NZ_CP008829	292
NZ_CP008830	143
NZ_CP008832	20
NZ_CP008833	143
NZ_CP007732	336
NZ_CP007733	104
NZ_CP007734	384
NZ_CP007735	98
NZ_CP007736	143
NZ_CP009877	21
NZ_CP009878	57
NZ_CP009879	228
NZ_CP008798	103
NZ_CP008799	80
NZ_CP008800	225
NZ_CP008789	165
NZ_CP008790	237
NZ_CP008791	272
NZ_CP007728	21
NZ_CP007729	292
NZ_CP007730	143
NZ_CP008930	219
NZ_CP008931	119
NZ_CP008932	93
NZ_CP008933	339
NZ_CP009873	20
NZ_CP009874	66
NZ_CP009875	143
NZ_CP009864	79
NZ_CP009865	183
NZ_CP008842	238
NZ_CP008843	223
NZ_CP008844	61
NZ_CP008845	7
NZ_CP010390	249
NZ_CP010391	224
NZ_CP010362	103
NZ_CP010393	244
NZ_CP010394	20
NZ_CP010395	58
NZ_CP010396	83
NZ_CP010574	206
NZ_CP010575	84
NZ_CP010576	41
NC_021231	141
NZ_CP011314	416
NZ_CP011315	6
NZ_CP011316	6
NZ_CP011643	4
NZ_CP011644	51
NZ_CP011645	101
NZ_CP011646	115
NZ_CP011625	5
NZ_CP011626	5
NZ_CP011627	16
NZ_CP011628	24
NZ_CP011629	41
NZ_CP011630	61
NZ_CP011631	61
NZ_CP011632	103
NZ_CP011633	186
NZ_CP011634	280
NZ_CP011635	366
NZ_CP011575	49
NZ_CP011576	79
NZ_CP011577	158
NZ_CP011619	6
NZ_CP011620	47
NZ_CP011621	104
NZ_CP011622	218
NZ_CP011623	301
NZ_CP011592	9
NZ_CP011593	92
NZ_CP011594	124
NZ_CP011595	125
NZ_CP011596	145
NZ_CP011613	9
NZ_CP011614	120
NZ_CP011615	125
NZ_CP011616	133
NZ_CP011617	147
NZ_CP009115	158
NZ_CP009116	125
NZ_FO834904	119
NZ_FO834905	143
NZ_CP010388	4
NZ_CP010389	5
NZ_CP019677	189
NZ_CP009772	13
NZ_CP009773	94
NZ_CP009774	36
NZ_CP006799	329
NZ_CP006800	122
NZ_CP006801	98
NZ_CP006802	7
NZ_CP009776	149
NZ_CP009777	249
NZ_CP009778	20
NZ_CP011986	143
NZ_CP011987	99
NZ_CP011988	20
NZ_CP011977	276
NZ_CP011978	101
NZ_CP011979	25
NZ_CP012884	244
NZ_CP011990	201
NZ_CP011991	143
NZ_CP011992	58
NZ_CP011993	20
NZ_CP013321	6
NZ_CP013323	307
NZ_CP013324	209
NZ_CP013325	55
NZ_CP013326	104
NZ_CP013712	90
NZ_CP013713	70
NZ_CP006660	3
NZ_CP006661	173
NZ_CP006662	117
NZ_CP006663	139
NZ_CP014005	144
NZ_CP014006	62
NZ_CP014009	262
NZ_AP014952	262
NZ_AP014953	113
NZ_AP014954	104
NZ_AP014955	6
NZ_CP012988	252
NZ_CP012989	140
NZ_CP012990	62
NZ_CP012991	5
NZ_CP012993	252
NZ_CP012994	119
NZ_CP012995	52
NZ_CP014305	5
NZ_CP015501	304
NZ_CP015502	158
NZ_CP015503	112
NZ_CP015504	61
NZ_CP015505	51
NZ_CP011981	165
NZ_CP011982	72
NZ_CP011983	58
NZ_CP011984	22
NZ_CP014011	264
NZ_CP015131	203
NZ_CP015132	265
NZ_CP015133	30
NZ_CP015991	101
NZ_CP015026	190
NZ_CP014763	319
NZ_CP014764	41
NZ_CP014765	127
NZ_CP014648	57
NZ_CP014649	173
NZ_CP014650	143
NZ_CP017451	597
NZ_CP017452	105
NZ_CP015823	241
NZ_CP015824	134
NZ_CP015825	59
NZ_CP009275	162
NZ_CP009276	58
NZ_CP016810	377
NZ_CP016812	87
NZ_CP016919	98
NZ_CP016920	7
NZ_CP016921	328
NZ_CP016922	122
NZ_CP016815	246
NZ_CP012562	7
NZ_CP012563	53
NZ_CP012564	106
NZ_CP012565	121
NZ_CP012566	171
NZ_CP012567	237
NZ_CP012569	101
NZ_CP012570	119
NZ_CP012571	168
NZ_CP012572	193
NZ_CP017386	195
NZ_CP017387	265
NZ_CP017388	14
NZ_CP016924	119
NZ_CP016925	87
NZ_CP016927	87
NZ_CP017935	126
NZ_CP017936	99
NZ_CP017937	49
NZ_CP011839	123
NZ_CP012427	133
NZ_CP012428	81
NZ_CP012429	50
NZ_CP014697	183
NZ_CP014698	103
NZ_CP017929	125
NZ_CP017930	145
NZ_CP017931	124
NZ_CP017932	99
NZ_CP017933	18
NZ_CP018459	21
NZ_CP018460	278
NZ_CP018461	83
NZ_CP018462	54
NZ_CP018455	244
NZ_CP018448	131
NZ_CP018449	90
NZ_CP018451	130
NZ_CP018452	91
NZ_CP018453	6
NZ_CP018353	20
NZ_CP018354	57
NZ_CP018355	244
NZ_CP018365	318
NZ_CP018366	121
NZ_CP018338	234
NZ_CP018339	229
NZ_CP018340	123
NZ_CP018341	94
NZ_CP018342	84
NZ_CP018343	90
NZ_CP018439	1
NZ_CP018440	9
NZ_CP018441	223
NZ_CP018442	48
NZ_CP018443	64
NZ_CP018444	6
NZ_CP018445	13
NZ_CP018446	6
NZ_CP018687	258
NZ_CP018688	73
NZ_CP018689	137
NZ_CP018690	83
NZ_CP018691	78
NZ_CP018696	258
NZ_CP018697	76
NZ_CP018698	136
NZ_CP018699	78
NZ_CP018700	83
NZ_CP018702	258
NZ_CP018703	69
NZ_CP018704	137
NZ_CP018705	78
NZ_CP018706	83
NZ_CP018736	84
NZ_CP018737	108
NZ_CP018738	9
NZ_CP018739	6
NZ_CP018740	6
NZ_CP015135	194
NZ_CP018708	258
NZ_CP018709	74
NZ_CP018710	136
NZ_CP018711	77
NZ_CP018712	83
NZ_CP018665	5
NZ_CP018666	5
NZ_CP018667	7
NZ_CP018668	49
NZ_CP018669	110
NZ_CP018670	222
NZ_CP018693	222
NZ_CP018694	64
NZ_CP018817	173
NZ_CP018818	139
NZ_CP018819	118
NZ_CP018714	258
NZ_CP018715	74
NZ_CP018716	136
NZ_CP018717	83
NZ_CP018718	78
NZ_CP018720	258
NZ_CP018721	75
NZ_CP018722	137
NZ_CP018723	84
NZ_CP018724	79
NZ_CP019220	105
NZ_CP017850	129
NZ_CP017851	111
NZ_CP017852	94
NZ_CP017853	76
NZ_CP018313	256
NZ_CP018314	72
NZ_CP018315	83
NZ_CP018316	79
NZ_CP018317	6
NZ_CP018318	137
NZ_CP017986	258
NZ_CP017987	171
NZ_CP017988	70
NZ_CP017989	78
NZ_CP015386	236
NZ_CP015387	186
NZ_CP015388	121
NZ_CP015389	79
NZ_CP015390	49
NZ_CP015391	14
NZ_CP018357	7
NZ_CP018358	7
NZ_CP018359	9
NZ_CP018360	119
NZ_CP018361	326
NC_013655	170
NC_013365	247
NC_013370	122
NC_013366	97
NC_013367	11
NC_013368	11
NZ_CP017285	129
NZ_CP017286	110
NZ_CP017287	105
NZ_CP017288	76
NC_009786	114
NC_009787	42
NC_009788	105
NC_009789	9
NC_009790	106
NC_009791	11
NZ_CP017281	110
NZ_CP017282	76
NZ_CP017283	131
NZ_CP015383	234
NZ_CP015384	21
NC_010488	194
NC_010485	12
NC_010486	4
NC_010487	6
NC_013354	85
NC_011419	140
NC_011413	121
NC_011416	77
NC_011407	10
NC_011408	7
NC_011411	4
NC_009837	219
NC_009838	262
NC_017627	157
NC_013010	112
NC_013942	96
NC_011743	57
NC_016904	136
NC_016903	9
NC_011350	113
NC_011351	52
NC_017637	132
NC_017636	9
NC_017647	72
NC_017648	5
NC_017649	8
NC_017650	3
NC_013369	98
NC_013362	93
NC_013363	10
NC_014543	7
NC_017665	134
NC_017662	9
NC_017653	118
NC_017657	96
NC_017654	14
NC_017658	8
NC_017655	9
NC_017661	9
NC_018651	130
NC_018654	110
NC_018652	3
NC_018662	111
NC_018663	3
NC_017907	111
NC_017903	49
NC_010719	289
NC_010720	104
NC_002142	101
NZ_CP015393	240
NZ_CP015394	191
NZ_CP015395	146
NZ_CP015396	131
NZ_CP015397	14
NC_017639	115
NC_017642	118
NC_017640	114
NC_017643	76
NC_017645	200
NZ_CP018429	60
NZ_CP018430	245
NZ_CP018431	27
NZ_CP018432	59
NZ_CP016160	174
NZ_CP016161	120
NC_017629	3
NZ_CP018433	20
NZ_CP018434	245
NZ_CP018435	60
NZ_CP018436	59
NC_017630	163
NZ_CP018423	60
NZ_CP018424	245
NZ_CP018425	20
NZ_CP018426	59
NC_017721	10
NC_017723	7
NC_017722	102
NC_017724	112
NC_007941	160
NC_022661	2
NC_022649	5
NC_022662	11
NC_022650	77
NC_022651	148
NZ_CP006028	101
NZ_CP006029	100
NZ_CP006263	127
NZ_CP006264	80
NZ_CP019438	229
NZ_CP019439	118
NZ_CP007134	80
NZ_CP007135	127
NZ_CP019039	94
NZ_CP007137	100
NZ_CP007138	101
NZ_CP008806	113
NZ_CP008807	53
NZ_CP008958	110
NZ_CP019665	15
NC_022371	134
NZ_CP009579	184
NZ_CP009580	167
NZ_CP009581	90
NZ_CP009582	65
NG_052861	1
NG_052862	1
NG_052893	1
NZ_CP005931	245
NZ_CP005932	3
NZ_CP009860	170
NZ_CP009861	68
NZ_CP009862	105
NZ_CP009073	69
NZ_CP009074	33
NZ_CP009105	213
NZ_CP010345	125
NZ_CP010877	2
NZ_CP010878	4
NZ_CP010879	5
NZ_CP010880	46
NZ_CP010881	142
NZ_CP010882	177
NZ_CP010372	214
NZ_CP010373	242
NZ_CP011332	108
NZ_CP011333	16
NZ_CP011334	4
NZ_CP011335	13
NZ_CP011336	31
NZ_CP011337	19
NZ_CP011338	22
NZ_CP010305	113
NZ_CP006633	5
NZ_CP006634	4
NZ_CP006635	206
NZ_CP011135	108
NZ_CP011136	113
NZ_CP011137	13
NZ_CP011138	11
NZ_CP011139	5
NZ_CP011140	4
NZ_CP011141	3
NZ_CP011142	1
NZ_CP011143	2
NZ_CP011019	236
NZ_CP011417	381
NZ_CP011418	69
NZ_HG941719	173
NZ_HG941720	4
NZ_CP009107	183
NZ_CP006637	3
NZ_CP006638	8
NZ_CP006639	9
NZ_CP006640	50
NZ_CP006641	136
NZ_CP006642	170
NZ_CP010316	180
NZ_CP010317	131
NZ_CP010318	7
NZ_CP011496	90
NZ_CP019729	20
NZ_CP014690	265
NZ_CP009260	4
NZ_CP012634	160
NZ_CP012636	196
NZ_CP012637	5
NZ_CP012638	3
NZ_CP012632	129
NZ_CP012626	150
NZ_CP012627	122
NZ_CP012628	12
NZ_CP012629	4
NZ_CP012630	2
NZ_CP013024	155
NZ_CP013026	89
NZ_CP013027	224
NZ_CP013657	184
NZ_CP013833	167
NZ_CP013834	101
NZ_CP013832	192
NZ_CP014273	243
NZ_CP014271	266
NZ_CP014489	202
NZ_CP014490	127
NZ_CP014491	81
NZ_CP014496	160
NZ_CP014498	297
NZ_CP014523	160
NZ_CP014524	71
NZ_CP011493	182
NZ_CP009167	125
NZ_CP009168	121
NZ_CP009169	12
NZ_LN824134	302
NZ_LN824135	136
NZ_LN824136	51
NZ_LN824137	7
NZ_LN824138	111
NZ_LN824139	60
NZ_CP014317	2
NZ_CP014318	5
NZ_CP014319	11
NZ_CP014320	173
NZ_CP014321	145
NZ_CP012754	308
NZ_CP012755	7
NZ_CP015754	175
NZ_CP015755	120
NZ_CP014756	122
NZ_CP014757	69
NZ_CP014758	43
NZ_CP011062	296
NZ_CP011063	120
NZ_CP011064	121
NZ_CP011065	109
NZ_CP011066	4
NZ_CP011067	6
NZ_CP015022	114
NZ_CP015021	105
NZ_CP015077	190
NZ_CP015078	86
NZ_CP015139	232
NZ_CP015140	188
NZ_CP015141	114
NZ_CP015142	4
NZ_CP015143	3
NZ_CP015144	5
NZ_CP015070	144
NZ_CP015071	85
NZ_CP015072	94
NZ_CP015073	43
NZ_CP015239	151
NZ_CP015816	113
NZ_CP015833	271
NZ_CP012501	300
NZ_CP015844	113
NZ_CP015845	46
NZ_CP015160	307
NZ_CP015161	124
NZ_CP015847	113
NZ_CP015242	97
NZ_CP012500	280
NZ_CP015075	82
NZ_CP016008	66
NZ_CP016009	16
NZ_CP012499	277
NZ_CP015913	89
NZ_CP015914	157
NZ_CP015915	130
NZ_CP015916	133
NZ_CP015917	19
NZ_CP012498	256
NZ_CP015996	127
NZ_CP015997	113
NZ_CP014668	142
NZ_CP014669	139
NZ_CP016035	168
NZ_CP016036	123
NZ_CP016037	52
NZ_CP016038	7
NZ_CP016039	9
NZ_CP016040	8
NZ_CP016041	4
NZ_CP016042	7
NZ_CP016498	205
NZ_CP015856	146
NZ_CP016547	107
NZ_CP016548	136
NZ_CP016549	141
NZ_CP016550	70
NZ_CP016551	10
NZ_CP016626	113
NZ_CP012491	124
NZ_CP012492	49
NZ_CP012493	67
NZ_CP015835	172
NZ_CP015836	180
NZ_CP015837	122
NZ_CP015838	74
NZ_CP016405	86
NZ_CP012803	114
NZ_CP012804	5
NZ_CP017439	108
NZ_CP017443	108
NZ_CP017445	110
NZ_CP017437	108
NZ_CP017447	108
NZ_CP017441	110
NZ_CP008715	164
NZ_CP008716	5
NZ_CP008717	6
NZ_CP008718	4
NZ_CP008719	3
NZ_CP008720	2
NZ_CP008721	2
NZ_CP017670	111
NZ_CP017435	108
NZ_CP013191	154
NZ_CP013192	82
NZ_CP013193	98
NZ_CP013194	64
NZ_LT632321	208
NZ_CP017252	110
NZ_CP017250	110
NZ_CP018116	152
NZ_CP018117	88
NZ_CP018118	88
NZ_CP018119	89
NZ_CP018120	12
NZ_CP018251	111
NZ_CP018122	153
NZ_CP018123	89
NZ_CP018124	90
NZ_CP018125	89
NZ_CP018126	12
NZ_CP018110	153
NZ_CP018111	88
NZ_CP018112	88
NZ_CP018113	90
NZ_CP018114	12
NZ_CP017845	11
NZ_CP017846	71
NZ_CP017847	127
NZ_CP017848	208
NZ_CP018242	108
NZ_CP018238	109
NZ_CP018246	114
NZ_CP018240	111
NZ_CP018248	108
NZ_CP018244	109
NZ_CP018207	131
NZ_CP018208	4
NZ_CP018104	322
NZ_CP018105	89
NZ_CP018106	88
NZ_CP018107	89
NZ_CP018108	12
NZ_CP018253	113
NZ_CP010164	48
NZ_CP010165	6
NZ_CP010166	14
NZ_CP010161	7
NZ_CP010162	4
NZ_CP010179	152
NZ_CP010168	59
NZ_CP010149	262
NZ_CP010130	123
NZ_CP010131	69
NZ_CP010158	162
NZ_CP010159	12
NZ_CP010135	105
NZ_CP010136	98
NZ_CP010146	149
NZ_CP010147	120
NZ_CP010181	230
NZ_CP010182	10
NZ_CP010123	254
NZ_CP010124	121
NZ_CP010197	169
NZ_CP010198	8
NZ_CP010199	10
NZ_CP010173	121
NZ_CP010174	149
NZ_CP010175	12
NZ_CP010214	168
NZ_CP010215	88
NZ_CP010216	10
NZ_CP010217	8
NZ_CP010218	7
NZ_CP010243	159
NZ_CP010244	132
NZ_CP010245	13
NZ_CP010241	82
NZ_CP010118	13
NZ_CP010184	230
NZ_CP010185	11
NZ_CP010201	148
NZ_CP010202	6
NZ_CP010203	9
NZ_CP010204	6
NZ_CP010205	7
NZ_CP010207	166
NZ_CP010208	48
NZ_CP010209	88
NZ_CP010210	8
NZ_CP010211	10
NZ_CP010212	8
NZ_CP010222	168
NZ_CP010223	89
NZ_CP010224	9
NZ_CP010225	15
NZ_CP010192	185
NZ_CP010193	57
NZ_CP010194	46
NZ_CP010195	11
NZ_CP010220	77
NZ_CP010232	204
NZ_CP010233	176
NZ_CP010234	129
NZ_CP010153	127
NZ_CP010154	87
NZ_CP010155	52
NZ_CP010156	7
NZ_CP010239	264
NZ_CP010227	7
NZ_CP010126	181
NZ_CP010127	52
NZ_CP010128	14
NZ_CP010144	127
NZ_CP010187	168
NZ_CP010188	12
NZ_CP010189	8
NZ_CP010190	7
NZ_CP010120	84
NZ_CP010138	117
NZ_CP010139	39
NZ_CP017246	49
NZ_CP017632	429
NZ_CP017633	168
NZ_CP019214	326
NZ_CP019215	117
NZ_CP019216	91
NC_003383	82
NC_016825	212
NC_016855	123
NC_017054	122
NC_016864	123
NC_016858	122
NC_017675	117
NC_016859	11
NC_011148	52
NC_011081	119
NC_011082	4
NC_009140	210
NC_011079	5
NC_012124	66
NC_006855	63
NC_006856	179
NC_011204	95
NC_017624	47
NC_011092	137
NC_011093	5
NC_018888	57
NC_016861	144
NC_016862	11
NC_018889	57
NC_017720	122
NC_017718	117
NC_017719	11
NC_011077	135
NC_011076	185
NC_011078	53
NC_019002	83
NC_011214	9
NC_011215	6
NC_021155	202
NC_021156	16
NC_021157	6
NC_020306	29
NC_020308	19
NC_021828	64
NC_022051	66
NC_022047	66
NC_022045	164
NC_022046	66
NC_021811	149
NC_021841	55
NC_021869	6
NC_021871	107
NC_021817	89
NC_021845	173
NC_021819	145
NC_022570	123
NC_014495	65
NZ_HG813250	63
NC_021813	144
NC_021842	47
NZ_CP005994	47
NZ_HG813248	90
NZ_CP007508	81
NC_013767	80
NZ_CP007599	55
NZ_CP007582	122
NZ_CP009103	54
NZ_CP008745	123
NZ_AP014566	174
NZ_CP008927	81
NC_021815	246
NC_021843	8
NC_021816	5
NZ_CP009409	231
NZ_CP009566	128
NZ_CP009567	193
NZ_CP009568	5
NZ_CP014688	544
NZ_CP011399	90
NZ_CP011395	82
NZ_CP011429	188
NZ_CP011430	111
NZ_CP011431	56
NZ_CP011432	5
NZ_CP011433	7
NZ_CP011434	10
NZ_CP011435	7
NZ_CP007529	81
NZ_CP012039	137
NZ_CP012345	140
NZ_CP012348	114
NZ_CP012682	216
NZ_CP012683	144
NZ_CP012684	8
NZ_CP012834	60
NZ_CP012835	84
NZ_CP009767	128
NZ_LN890521	114
NZ_LN890523	81
NZ_LN890525	116
NZ_LN890526	71
NZ_LN890519	104
NZ_CP012922	48
NZ_CP012923	132
NZ_CP012931	265
NZ_CP012932	1
NZ_CP012933	5
NZ_CP012934	4
NZ_CP012935	3
NZ_CP012936	132
NZ_CP009570	147
NZ_LN868944	727
NZ_LN868945	142
NZ_LN868946	126
NZ_CP013224	139
NZ_CP013225	4
NZ_CP012925	1
NZ_CP012926	48
NZ_CP012927	4
NZ_CP012928	90
NZ_CP012929	124
NZ_CP013725	93
NZ_CP013098	81
NZ_CP014253	17
NZ_CP014254	66
NZ_CP014251	57
NZ_CP014050	124
NZ_CP014359	123
NZ_CP014357	123
NZ_CP014537	123
NZ_CP013221	139
NZ_CP013223	4
NZ_CP014997	81
NZ_CP014662	133
NZ_CP014660	12
NZ_CP014995	134
NZ_CP014658	200
NZ_CP014968	123
NZ_CP014970	123
NZ_CP014966	278
NZ_CP014978	184
NZ_CP011293	48
NZ_CP011294	79
NZ_CP014976	123
NZ_CP011943	81
NZ_CP011944	4
NZ_CP011945	1
NZ_LN999012	123
NZ_CP011290	48
NZ_CP011291	79
NZ_CP016505	1
NZ_CP016506	48
NZ_CP016508	1
NZ_CP016509	48
NZ_CP016515	48
NZ_CP016516	131
NZ_CP016511	2
NZ_CP016512	48
NZ_CP016513	12
NZ_CP015158	123
NZ_CP016518	48
NZ_CP016519	12
NZ_CP016520	125
NZ_CP015725	247
NZ_CP016577	2
NZ_CP016578	48
NZ_CP016531	48
NZ_CP016532	6
NZ_CP016533	127
NZ_CP016522	135
NZ_CP016523	1
NZ_CP016524	48
NZ_CP012397	171
NZ_CP016526	291
NZ_CP016527	4
NZ_CP016528	6
NZ_CP016529	51
NZ_CP016566	2
NZ_CP016567	48
NZ_CP016568	131
NZ_CP016570	2
NZ_CP016571	48
NZ_CP016572	131
NZ_CP016574	2
NZ_CP016575	47
NZ_CP016564	48
NZ_CP016580	48
NZ_CP007485	8
NZ_CP007486	42
NZ_CP007487	75
NZ_CP007488	5
NZ_CP007489	123
NZ_CP016562	48
NZ_CP016587	48
NZ_CP016582	2
NZ_CP016583	48
NZ_CP016584	12
NZ_CP016585	133
NZ_CP016386	3
NZ_CP016387	123
NZ_CP016388	89
NZ_CP016389	101
NZ_CP016390	123
NZ_CP019209	231
NZ_CP019210	62
NZ_CP019211	7
NZ_CP019212	6
NZ_CP019793	8
NZ_CP014980	123
NZ_CP017724	135
NZ_CP017725	59
NZ_CP017726	79
NZ_CP019773	247
NZ_CP019774	147
NZ_CP019775	61
NZ_CP019776	21
NZ_CP019795	68
NZ_CP019796	59
NZ_CP017620	121
NZ_CP016013	155
NZ_CP016407	355
NZ_CP016411	344
NZ_CP016413	341
NZ_CP019166	80
NZ_CP019168	80
NZ_CP016409	353
NZ_CP016011	75
NZ_CP019199	84
NZ_CP019200	51
NZ_CP019182	141
NZ_CP019193	189
NZ_CP019205	106
NZ_CP019207	106
NZ_CP019180	95
NZ_CP013214	22
NZ_CP016838	375
NC_005951	26
NC_007790	4
NC_007791	3
NC_007792	39
NC_009477	33
NC_017339	26
NC_002774	32
NC_010063	33
NC_012417	4
NC_017352	38
NC_017332	3
NC_013451	2
NC_013452	3
NC_013453	22
NC_009619	34
NC_010066	24
NC_003140	31
NC_006629	3
NZ_CP019443	266
NZ_CP019444	116
NC_017346	3
NC_017344	31
NC_017350	25
NC_017345	27
NC_017348	4
