	locus	Genus	Species	environment	character	IS26	length	CDS
4529	NC_013857	Azospirillum	sp.		mosaic		681723.0	546.0
4530	NC_013858	Azospirillum	sp.		mosaic		628837.0	538.0
4531	NC_013859	Azospirillum	sp.		mosaic		537299.0	428.0
4532	NC_013860	Azospirillum	sp.		mosaic		261596.0	192.0
4533	NC_021056	Streptomyces	sp.		static		104048.0	87.0
4534	NC_016110	Streptomyces	pratensis		static		188552.0	182.0
4535	NC_016115	Streptomyces	pratensis		static		130055.0	116.0
4536	NZ_CP007054	Opitutaceae	bacterium		static		99831.0	83.0
4537	NC_005241	Ralstonia	eutropha		static		452156.0	406.0
4538	NZ_CP009439	Streptomyces	glaucescens		static		170574.0	135.0
4539	NZ_CP009547	Burkholderia	sp.		mosaic		305110.0	252.0
4540	NZ_CP011506	Burkholderia	pyrrocinia		static		113484.0	98.0
4541	NZ_CP006878	Rhizobium	gallicum		static		203748.0	179.0
4542	NZ_CP006879	Rhizobium	gallicum		static		507254.0	479.0
4543	NZ_CP006880	Rhizobium	gallicum		static		2466951.0	2282.0
4544	NZ_CP007214	Burkholderia	plantarii		static		197362.0	149.0
4545	NZ_CP013381	Burkholderia	sp.		mosaic		305114.0	251.0
4546	NZ_CP013739	Streptomyces	globisporus		static		167754.0	140.0
4547	NZ_CP013740	Streptomyces	globisporus		static		7234.0	9.0
4548	NZ_AP014705	Methylobacterium	aquaticum		mosaic		1571989.0	1406.0
4549	NZ_AP014706	Methylobacterium	aquaticum		mosaic		462889.0	402.0
4550	NZ_AP014707	Methylobacterium	aquaticum		static		85702.0	98.0
4551	NZ_AP014708	Methylobacterium	aquaticum		mosaic		50170.0	67.0
4552	NZ_AP014709	Methylobacterium	aquaticum		mosaic		38936.0	42.0
4553	NZ_CP007794	Azospirillum	brasilense		mosaic		1901707.0	1634.0
4554	NZ_CP007795	Azospirillum	brasilense		static		933960.0	762.0
4555	NZ_CP007796	Azospirillum	brasilense		mosaic		686487.0	545.0
4556	NZ_CP007797	Azospirillum	brasilense		static		641573.0	564.0
4557	NZ_CP007798	Azospirillum	brasilense		mosaic		163159.0	111.0
4558	NZ_CP009797	Burkholderia	ambifaria		mosaic		43581.0	47.0
4559	NC_017961	Enterococcus	faecium		mosaic		36262.0	43.0
4560	NZ_CP014775	Aeromonas	veronii		mosaic		198307.0	227.0
4561	NZ_CP013486	Vibrio	alginolyticus		static		128112.0	139.0
4562	NZ_CP013487	Vibrio	alginolyticus		mosaic		286750.0	281.0
4563	NZ_CP013488	Vibrio	alginolyticus		mosaic		95866.0	100.0
4564	NZ_CP009154	Burkholderia	pseudomallei		static		47098.0	56.0
4565	NZ_CP009155	Burkholderia	pseudomallei		static		271168.0	246.0
4566	NZ_CP015811	Microbacterium	chocolatum		static		19063.0	16.0
4567	NZ_CP015812	Microbacterium	chocolatum		static		17534.0	14.0
4568	NZ_CP015813	Microbacterium	chocolatum		static		14131.0	13.0
4569	NZ_CP014361	Methylomonas	sp.		static		277875.0	229.0
4570	NZ_CP015737	Shinella	sp.		static		620539.0	571.0
4571	NZ_CP015738	Shinella	sp.		mosaic		445803.0	389.0
4572	NZ_CP015739	Shinella	sp.		static		409126.0	386.0
4573	NZ_CP015740	Shinella	sp.		mosaic		222555.0	200.0
4574	NZ_CP015741	Shinella	sp.		mosaic		155026.0	144.0
4575	NZ_CP015742	Shinella	sp.		mosaic		147896.0	149.0
4576	NZ_CP015743	Shinella	sp.		mosaic		132822.0	134.0
4577	NZ_CP015744	Shinella	sp.		mosaic		128968.0	117.0
4578	NZ_CP015745	Shinella	sp.		mosaic		127666.0	119.0
4579	NZ_CP015746	Shinella	sp.		mosaic		112708.0	115.0
4580	NZ_CP015747	Shinella	sp.		mosaic		100630.0	88.0
4581	NZ_CP015748	Shinella	sp.		mosaic		71917.0	62.0
4582	NZ_CP012607	Ralstonia	insidiosa		mosaic		50765.0	62.0
4583	NC_001732	Methanocaldococcus	jannaschii		static		58407.0	53.0
4584	NC_001733	Methanocaldococcus	jannaschii		static		16550.0	13.0
4585	NZ_CP015507	Bacillus	oceanisediminis		static		386866.0	393.0
4586	NC_014916	Geobacillus	sp.		static		45057.0	37.0
4587	NZ_CP015601	Pseudomonas	antarctica		static		135475.0	136.0
4588	NZ_CP015602	Pseudomonas	antarctica		static		30116.0	37.0
4589	NZ_CP015841	Chlamydia	gallinacea		mosaic		7619.0	9.0
4590	NZ_CP015728	Bacillus	cereus		static		70374.0	79.0
4591	NZ_CP015729	Bacillus	cereus		static		11778.0	12.0
4592	NZ_CP015730	Bacillus	cereus		static		300156.0	226.0
4593	NZ_CP014706	Clostridium	butyricum		mosaic		8061.0	9.0
4594	NZ_CP014171	Clostridium	tyrobutyricum		static		62831.0	64.0
4595	NZ_LT571450	Staphylococcus	epidermidis		mosaic		45804.0	34.0
4596	NZ_LT571451	Staphylococcus	epidermidis		mosaic		2366.0	2.0
4597	NZ_CP006684	Melissococcus	plutonius		static		177673.0	139.0
4598	NG_047055	Staphylococcus	aureus		mosaic		1640.0	1.0
4599	NG_047212	Staphylococcus	warneri		static		1640.0	1.0
4600	NG_047217	Macrococcus	caseolyticus		mosaic		1676.0	1.0
4601	NG_047232	Serratia	marcescens		static		665.0	1.0
4602	NG_047233	Salmonella	enterica		static		665.0	1.0
4603	NG_047237	Pseudomonas	aeruginosa		static		665.0	1.0
4604	NG_047282	Serratia	marcescens		static		773.0	1.0
4605	NG_047286	Klebsiella	pneumoniae		static		606.0	1.0
4606	NG_047288	Klebsiella	pneumoniae		mosaic		755.0	1.0
4607	NG_047289	Klebsiella	pneumoniae		static		606.0	1.0
4608	NG_047291	Klebsiella	pneumoniae		static		755.0	1.0
4609	NG_047303	[Enterobacter]	aerogenes		mosaic		659.0	1.0
4610	NG_047305	Proteus	mirabilis		static		659.0	1.0
4611	NG_047322	Campylobacter	jejuni		static		977.0	1.0
4612	NG_047324	Escherichia	coli		mosaic		992.0	1.0
4613	NG_047325	Escherichia	coli		mosaic		992.0	1.0
4614	NG_047328	Vibrio	fluvialis		static		948.0	1.0
4615	NG_047329	Pseudomonas	aeruginosa		static		1034.0	1.0
4616	NG_047335	Providencia	rettgeri		static		998.0	1.0
4617	NG_047336	Pseudomonas	aeruginosa		static		986.0	1.0
4618	NG_047339	Vibrio	cholerae		mosaic		1046.0	1.0
4619	NG_047340	Escherichia	coli		static		1046.0	1.0
4620	NG_047342	Pseudomonas	aeruginosa		mosaic		980.0	1.0
4621	NG_047343	Escherichia	coli		mosaic		992.0	1.0
4622	NG_047346	Salmonella	enterica		mosaic		945.0	1.0
4623	NG_047360	Pseudomonas	aeruginosa		static		969.0	1.0
4624	NG_047368	Corynebacterium	glutamicum		static		1037.0	1.0
4625	NG_047378	Pediococcus	acidilactici		static		994.0	1.0
4626	NG_047394	Enterococcus	faecalis		static		1109.0	1.0
4627	NG_047405	Campylobacter	jejuni		static		1094.0	1.0
4628	NG_047407	Campylobacter	coli		static		1121.0	1.0
4629	NG_047412	Escherichia	coli		static		966.0	1.0
4630	NG_047414	Escherichia	coli		mosaic		804.0	1.0
4631	NG_047415	Pseudomonas	aeruginosa		static		1004.0	1.0
4632	NG_047421	Enterococcus	faecalis		static		995.0	1.0
4633	NG_047431	Klebsiella	pneumoniae		mosaic		1016.0	1.0
4634	NG_047435	Salmonella	enterica		static		1016.0	1.0
4635	NG_047436	Proteus	vulgaris		static		1016.0	1.0
4636	NG_047438	Proteus	mirabilis		static		1016.0	1.0
4637	NG_047439	Avibacterium	paragallinarum		static		1016.0	1.0
4638	NG_047440	Enterobacter	cloacae		static		1016.0	1.0
4639	NG_047441	Klebsiella	pneumoniae		mosaic		1016.0	1.0
4640	NG_047445	Escherichia	coli		static		1016.0	1.0
4641	NG_047464	Escherichia	coli		mosaic		1037.0	1.0
4642	NG_047467	Actinobacillus	pleuropneumoniae		static		1037.0	1.0
4643	NG_047468	Escherichia	coli		mosaic		1031.0	1.0
4644	NG_047471	Escherichia	fergusonii		mosaic		1046.0	1.0
4645	NG_047475	Staphylococcus	aureus		static		1025.0	1.0
4646	NG_047476	Klebsiella	pneumoniae		static		974.0	1.0
4647	NG_047483	Pseudomonas	aeruginosa		static		1082.0	1.0
4648	NG_047536	Staphylococcus	haemolyticus		static		1958.0	1.0
4649	NG_047537	Staphylococcus	epidermidis		mosaic		1958.0	1.0
4650	NG_047539	Staphylococcus	aureus		static		1958.0	1.0
4651	NG_047555	Escherichia	coli		static		581.0	1.0
4652	NG_047562	Lactobacillus	reuteri		static		917.0	1.0
4653	NG_047564	Staphylococcus	aureus		mosaic		851.0	1.0
4654	NG_047565	Staphylococcus	aureus		static		794.0	1.0
4655	NG_047566	Staphylococcus	aureus		static		848.0	1.0
4656	NG_047567	Staphylococcus	aureus		static		781.0	1.0
4657	NG_047573	Vibrio	anguillarum		static		851.0	1.0
4658	NG_047575	Staphylococcus	aureus		static		848.0	1.0
4659	NG_047576	Staphylococcus	aureus		static		851.0	1.0
4660	NG_047578	Enterococcus	faecium		static		848.0	1.0
4661	NG_047579	Lactococcus	lactis		static		848.0	1.0
4662	NG_047580	Staphylococcus	sciuri		static		851.0	1.0
4663	NG_047586	Serratia	marcescens		static		860.0	1.0
4664	NG_047595	Aeromonas	salmonicida		static		842.0	1.0
4665	NG_047596	Salmonella	sp.		static		842.0	1.0
4666	NG_047599	Klebsiella	pneumoniae		static		783.0	1.0
4667	NG_047603	Pasteurella	multocida		static		833.0	1.0
4668	NG_047604	[Enterobacter]	aerogenes		mosaic		833.0	1.0
4669	NG_047605	Salmonella	enterica		static		833.0	1.0
4670	NG_047607	Morganella	morganii		static		810.0	1.0
4671	NG_047612	Klebsiella	pneumoniae		mosaic		833.0	1.0
4672	NG_047616	Klebsiella	pneumoniae		static		790.0	1.0
4673	NG_047619	Shigella	sonnei		static		833.0	1.0
4674	NG_047631	Staphylococcus	sciuri		mosaic		1250.0	1.0
4675	NG_047632	Staphylococcus	aureus		static		1250.0	1.0
4676	NG_047646	Pseudomonas	aeruginosa		mosaic		1460.0	1.0
4677	NG_047652	Klebsiella	pneumoniae		static		1460.0	1.0
4678	NG_047653	Escherichia	coli		static		1460.0	1.0
4679	NG_047657	[Enterobacter]	aerogenes		static		1430.0	1.0
4680	NG_047658	Bordetella	bronchiseptica		static		1466.0	1.0
4681	NG_047686	Escherichia	coli		static		764.0	1.0
4682	NG_047694	Escherichia	coli		static		645.0	1.0
4683	NG_047695	Escherichia	coli		static		604.0	1.0
4684	NG_047696	Salmonella	enterica		static		540.0	1.0
4685	NG_047698	Klebsiella	pneumoniae		mosaic		683.0	1.0
4686	NG_047705	Salmonella	enterica		static		674.0	1.0
4687	NG_047706	Escherichia	coli		mosaic		674.0	1.0
4688	NG_047707	Escherichia	coli		static		674.0	1.0
4689	NG_047712	Escherichia	coli		static		674.0	1.0
4690	NG_047714	Pasteurella	multocida		static		710.0	1.0
4691	NG_047719	Salmonella	enterica		static		761.0	1.0
4692	NG_047728	Vibrio	cholerae		static		674.0	1.0
4693	NG_047741	Escherichia	coli		static		710.0	1.0
4694	NG_047743	Escherichia	coli		static		437.0	1.0
4695	NG_047757	Yersinia	ruckeri		static		776.0	1.0
4696	NG_047759	Staphylococcus	aureus		static		692.0	1.0
4697	NG_047763	Providencia	stuartii		mosaic		1420.0	1.0
4698	NG_047765	Escherichia	coli		static		1421.0	1.0
4699	NG_047768	Escherichia	coli		static		1460.0	1.0
4700	NG_047769	Escherichia	coli		static		1460.0	1.0
4701	NG_047776	Staphylococcus	sciuri		static		832.0	1.0
4702	NG_047779	Micrococcus	luteus		static		1046.0	1.0
4703	NG_047784	Photobacterium	damselae		static		1112.0	1.0
4704	NG_047794	Enterococcus	faecalis		mosaic		938.0	1.0
4705	NG_047797	Streptococcus	pyogenes		static		938.0	1.0
4706	NG_047799	Lactobacillus	fermentum		static		953.0	1.0
4707	NG_047803	Lactobacillus	reuteri		static		938.0	1.0
4708	NG_047805	Staphylococcus	aureus		static		935.0	1.0
4709	NG_047806	Bacillus	subtilis		mosaic		894.0	1.0
4710	NG_047807	Staphylococcus	epidermidis		static		935.0	1.0
4711	NG_047809	Staphylococcus	aureus		static		935.0	1.0
4712	NG_047810	Staphylococcus	chromogenes		static		935.0	1.0
4713	NG_047811	Staphylococcus	haemolyticus		static		834.0	1.0
4714	NG_047812	Staphylococcus	hominis		static		877.0	1.0
4715	NG_047813	Staphylococcus	simulans		static		935.0	1.0
4716	NG_047814	Staphylococcus	hyicus		static		887.0	1.0
4717	NG_047815	Staphylococcus	aureus		static		935.0	1.0
4718	NG_047816	Staphylococcus	saprophyticus		static		935.0	1.0
4719	NG_047817	Lactobacillus	reuteri		static		935.0	1.0
4720	NG_047824	Bacteroides	fragilis		static		901.0	1.0
4721	NG_047825	Bacteroides	fragilis		static		977.0	1.0
4722	NG_047839	Lactobacillus	sp.		static		935.0	1.0
4723	NG_047840	Lactobacillus	fermentum		static		938.0	1.0
4724	NG_047847	Corynebacterium	diphtheriae		static		962.0	1.0
4725	NG_047849	Corynebacterium	striatum		static		962.0	1.0
4726	NG_047852	Trueperella	pyogenes		mosaic		1055.0	1.0
4727	NG_047857	Staphylococcus	lentus		static		1598.0	1.0
4728	NG_047858	Staphylococcus	simulans		static		1591.0	1.0
4729	NG_047859	Staphylococcus	warneri		static		1628.0	1.0
4730	NG_047862	Escherichia	coli		static		1415.0	1.0
4731	NG_047865	Klebsiella	pneumoniae		static		1415.0	1.0
4732	NG_047866	Escherichia	coli		static		1415.0	1.0
4733	NG_047869	Vibrio	cholerae		mosaic		1415.0	1.0
4734	NG_047870	Pasteurella	multocida		static		1415.0	1.0
4735	NG_047871	Bibersteinia	trehalosi		static		1415.0	1.0
4736	NG_047874	Aeromonas	bestiarum		static		1415.0	1.0
4737	NG_047876	Pasteurella	multocida		static		1415.0	1.0
4738	NG_047877	Edwardsiella	ictaluri		mosaic		1215.0	1.0
4739	NG_047878	Escherichia	coli		static		1415.0	1.0
4740	NG_047891	Escherichia	coli		static		399.0	1.0
4741	NG_047892	Staphylococcus	rostri		mosaic		620.0	1.0
4742	NG_047900	Staphylococcus	aureus		static		842.0	1.0
4743	NG_047901	Staphylococcus	haemolyticus		static		822.0	1.0
4744	NG_047914	Staphylococcus	aureus		static		686.0	1.0
4745	NG_047915	Staphylococcus	chromogenes		static		686.0	1.0
4746	NG_047916	Staphylococcus	chromogenes		static		686.0	1.0
4747	NG_047917	Staphylococcus	simulans		static		686.0	1.0
4748	NG_047918	Staphylococcus	haemolyticus		static		686.0	1.0
4749	NG_047919	Staphylococcus	epidermidis		static		686.0	1.0
4750	NG_047923	Enterococcus	faecalis		static		1004.0	1.0
4751	NG_047929	Clostridium	perfringens		static		701.0	1.0
4752	NG_047933	Staphylococcus	sciuri		static		1679.0	1.0
4753	NG_047935	Enterococcus	faecalis		static		1685.0	1.0
4754	NG_047977	Exiguobacterium	sp.		static		1418.0	1.0
4755	NG_047978	Escherichia	coli		static		1430.0	1.0
4756	NG_047979	Photobacterium	damselae		static		1424.0	1.0
4757	NG_047998	Photobacterium	damselae		static		1085.0	1.0
4758	NG_048001	Staphylococcus	aureus		static		1645.0	1.0
4759	NG_048007	Citrobacter	freundii		mosaic		1676.0	1.0
4760	NG_048008	Staphylococcus	aureus		static		3275.0	1.0
4761	NG_048011	Bacteroides	vulgatus		static		731.0	1.0
4762	NG_048018	Escherichia	coli		static		860.0	1.0
4763	NG_048023	Enterococcus	faecalis		static		2168.0	1.0
4764	NG_048024	Escherichia	coli		static		1376.0	1.0
4765	NG_048025	Escherichia	coli		static		3353.0	1.0
4766	NG_048037	Staphylococcus	aureus		static		1545.0	1.0
4767	NG_048041	[Enterobacter]	aerogenes		static		533.0	1.0
4768	NG_048046	Staphylococcus	aureus		static		524.0	1.0
4769	NG_048048	Vibrio	cholerae		static		533.0	1.0
4770	NG_048052	[Enterobacter]	aerogenes		static		1736.0	1.0
4771	NG_048054	Proteus	mirabilis		static		866.0	1.0
4772	NG_048069	Escherichia	coli		static		743.0	1.0
4773	NG_048073	Campylobacter	jejuni		static		743.0	1.0
4774	NG_048074	Staphylococcus	aureus		static		974.0	1.0
4775	NG_048078	Lactococcus	lactis		static		1049.0	1.0
4776	NG_048081	Escherichia	coli		mosaic		1040.0	1.0
4777	NG_048082	Pseudomonas	aeruginosa		mosaic		1040.0	1.0
4778	NG_048086	Aeromonas	salmonicida		static		1040.0	1.0
4779	NG_048088	Morganella	morganii		static		1040.0	1.0
4780	NG_048090	Salmonella	enterica		static		1040.0	1.0
4781	NG_048093	Klebsiella	oxytoca		static		1040.0	1.0
4782	NG_048095	Salmonella	enterica		static		1040.0	1.0
4783	NG_048096	Klebsiella	pneumoniae		static		1040.0	1.0
4784	NG_048097	Salmonella	enterica		mosaic		1040.0	1.0
4785	NG_048099	Klebsiella	pneumoniae		static		1040.0	1.0
4786	NG_048100	Klebsiella	pneumoniae		static		1040.0	1.0
4787	NG_048101	Enterobacter	cloacae		static		1040.0	1.0
4788	NG_048106	Pasteurella	multocida		static		1016.0	1.0
4789	NG_048108	Aliivibrio	salmonicida		mosaic		1016.0	1.0
4790	NG_048109	Mannheimia	varigena		mosaic		1016.0	1.0
4791	NG_048110	Shigella	sonnei		mosaic		1016.0	1.0
4792	NG_048111	Salmonella	enterica		static		1016.0	1.0
4793	NG_048112	Pasteurella	multocida		mosaic		1019.0	1.0
4794	NG_048114	Pasteurella	multocida		mosaic		1070.0	1.0
4795	NG_048115	Actinobacillus	porcitonsillarum		mosaic		1016.0	1.0
4796	NG_048116	Actinobacillus	pleuropneumoniae		mosaic		1052.0	1.0
4797	NG_048117	Bibersteinia	trehalosi		static		1019.0	1.0
4798	NG_048118	Salmonella	enterica		static		1016.0	1.0
4799	NG_048119	[Haemophilus]	parasuis		mosaic		1052.0	1.0
4800	NG_048120	Escherichia	coli		static		992.0	1.0
4801	NG_048123	Aeromonas	salmonicida		static		1412.0	1.0
4802	NG_048127	Corynebacterium	glutamicum		static		1424.0	1.0
4803	NG_048128	Corynebacterium	sp.		static		1460.0	1.0
4804	NG_048137	Acinetobacter	sp.		static		1388.0	1.0
4805	NG_048148	Pseudomonas	aeruginosa		mosaic		1400.0	1.0
4806	NG_048151	Escherichia	coli		static		1400.0	1.0
4807	NG_048152	Escherichia	coli		static		1400.0	1.0
4808	NG_048153	Shigella	sonnei		mosaic		1400.0	1.0
4809	NG_048154	Salmonella	enterica		mosaic		1400.0	1.0
4810	NG_048157	Klebsiella	pneumoniae		static		1400.0	1.0
4811	NG_048159	Klebsiella	pneumoniae		static		1400.0	1.0
4812	NG_048161	Shigella	flexneri		mosaic		1406.0	1.0
4813	NG_048170	[Haemophilus]	parasuis		static		1406.0	1.0
4814	NG_048171	Actinobacillus	pleuropneumoniae		static		1409.0	1.0
4815	NG_048173	Pasteurella	multocida		mosaic		1406.0	1.0
4816	NG_048174	Francisella	tularensis		mosaic		1391.0	1.0
4817	NG_048175	Salmonella	enterica		static		1376.0	1.0
4818	NG_048176	Aeromonas	salmonicida		static		1391.0	1.0
4819	NG_048177	Aeromonas	salmonicida		mosaic		1391.0	1.0
4820	NG_048179	Escherichia	coli		static		1391.0	1.0
4821	NG_048187	Aliivibrio	salmonicida		static		1418.0	1.0
4822	NG_048188	Aeromonas	salmonicida		static		1353.0	1.0
4823	NG_048191	Vibrio	anguillarum		static		1382.0	1.0
4824	NG_048194	Pasteurella	multocida		mosaic		1403.0	1.0
4825	NG_048195	Mannheimia	haemolytica		static		1403.0	1.0
4826	NG_048197	Psychrobacter	maritimus		mosaic		1382.0	1.0
4827	NG_048200	Staphylococcus	aureus		static		1380.0	1.0
4828	NG_048203	Streptococcus	agalactiae		mosaic		1577.0	1.0
4829	NG_048205	Staphylococcus	hyicus		static		1549.0	1.0
4830	NG_048207	Streptococcus	agalactiae		static		1577.0	1.0
4831	NG_048208	Lactobacillus	sakei		static		1583.0	1.0
4832	NG_048209	Paenibacillus	larvae		static		1583.0	1.0
4833	NG_048210	Bacillus	sp.		static		1583.0	1.0
4834	NG_048225	Lactobacillus	plantarum		static		2120.0	1.0
4835	NG_048233	Enterococcus	faecium		mosaic		1920.0	1.0
4836	NG_048256	Campylobacter	jejuni		static		1920.0	1.0
4837	NG_048259	Campylobacter	coli		static		2020.0	1.0
4838	NG_048260	Campylobacter	jejuni		mosaic		2020.0	1.0
4839	NG_048263	Campylobacter	jejuni		mosaic		2120.0	1.0
4840	NG_048264	Actinobacillus	pleuropneumoniae		mosaic		2120.0	1.0
4841	NG_048272	Bifidobacterium	longum		static		2126.0	1.0
4842	NG_048274	Lactococcus	lactis		static		2141.0	1.0
4843	NG_048277	Lactococcus	garvieae		static		2141.0	1.0
4844	NG_048311	Corynebacterium	glutamicum		static		1451.0	1.0
4845	NG_048317	Corynebacterium	striatum		static		1787.0	1.0
4846	NG_048331	Enterococcus	faecalis		static		1229.0	1.0
4847	NG_048341	Enterococcus	faecalis		static		1229.0	1.0
4848	NG_048372	Enterococcus	faecalis		mosaic		1169.0	1.0
4849	NG_048376	Enterococcus	faecalis		static		1172.0	1.0
4850	NG_048378	Enterococcus	faecalis		static		1172.0	1.0
4851	NG_048403	Enterococcus	faecalis		static		863.0	1.0
4852	NG_048429	Enterococcus	faecalis		static		1544.0	1.0
4853	NG_048449	Enterococcus	faecalis		static		1544.0	1.0
4854	NG_048476	Enterococcus	faecium		static		809.0	1.0
4855	NG_048477	Enterococcus	faecalis		mosaic		809.0	1.0
4856	NG_048482	Enterococcus	faecalis		static		809.0	1.0
4857	NG_048486	Enterococcus	faecalis		static		809.0	1.0
4858	NG_048519	Enterococcus	faecalis		static		1007.0	1.0
4859	NG_048534	Enterococcus	faecalis		static		686.0	1.0
4860	NG_048539	Staphylococcus	cohnii		static		839.0	1.0
4861	NG_048543	Enterococcus	faecium		static		845.0	1.0
4862	NG_048555	Staphylococcus	aureus		static		1624.0	1.0
4863	NG_048556	Staphylococcus	aureus		static		1769.0	1.0
4864	NG_048557	Staphylococcus	epidermidis		static		1769.0	1.0
4865	NG_048558	Staphylococcus	aureus		static		1812.0	1.0
4866	NG_048559	Staphylococcus	aureus		static		1769.0	1.0
4867	NG_048564	Staphylococcus	cohnii		static		1088.0	1.0
4868	NG_048578	Salmonella	enterica		mosaic		770.0	1.0
4869	NG_048588	Klebsiella	pneumoniae		static		1240.0	1.0
4870	NG_048628	Escherichia	coli		static		1146.0	1.0
4871	NG_048629	Klebsiella	pneumoniae		static		1213.0	1.0
4872	NG_048630	Klebsiella	pneumoniae		static		1146.0	1.0
4873	NG_048632	Pantoea	agglomerans		static		1246.0	1.0
4874	NG_048707	Serratia	marcescens		static		1079.0	1.0
4875	NG_048710	Klebsiella	pneumoniae		static		1142.0	1.0
4876	NG_048716	Proteus	mirabilis		static		1067.0	1.0
4877	NG_048718	Psychrobacter	maritimus		static		1097.0	1.0
4878	NG_048742	Pseudomonas	aeruginosa		static		1067.0	1.0
4879	NG_048751	Vibrio	cholerae		static		967.0	1.0
4880	NG_048757	Escherichia	coli		static		1246.0	1.0
4881	NG_048766	Enterobacter	cloacae		static		1146.0	1.0
4882	NG_048768	Klebsiella	pneumoniae		static		1328.0	1.0
4883	NG_048777	Escherichia	coli		static		1346.0	1.0
4884	NG_048799	Escherichia	coli		static		1346.0	1.0
4885	NG_048807	Escherichia	coli		static		1146.0	1.0
4886	NG_048811	Escherichia	coli		mosaic		1346.0	1.0
4887	NG_048819	Escherichia	coli		static		1146.0	1.0
4888	NG_048831	Klebsiella	pneumoniae		static		1346.0	1.0
4889	NG_048838	Escherichia	coli		static		1146.0	1.0
4890	NG_048845	Klebsiella	oxytoca		static		1346.0	1.0
4891	NG_048848	Escherichia	coli		static		1146.0	1.0
4892	NG_048849	Escherichia	coli		static		1152.0	1.0
4893	NG_048850	Escherichia	coli		static		1146.0	1.0
4894	NG_048851	Klebsiella	pneumoniae		static		1146.0	1.0
4895	NG_048853	Escherichia	coli		static		1258.0	1.0
4896	NG_048854	Escherichia	coli		static		1188.0	1.0
4897	NG_048856	Escherichia	coli		static		1146.0	1.0
4898	NG_048857	Escherichia	coli		static		1143.0	1.0
4899	NG_048858	Escherichia	coli		static		1146.0	1.0
4900	NG_048861	Citrobacter	sp.		static		1226.0	1.0
4901	NG_048865	Escherichia	coli		static		1146.0	1.0
4902	NG_048877	Klebsiella	pneumoniae		static		1349.0	1.0
4903	NG_048887	Klebsiella	pneumoniae		static		1155.0	1.0
4904	NG_048888	Escherichia	coli		static		1349.0	1.0
4905	NG_048897	Escherichia	coli		static		950.0	1.0
4906	NG_048898	Klebsiella	pneumoniae		static		1076.0	1.0
4907	NG_048899	Escherichia	coli		static		876.0	1.0
4908	NG_048904	Escherichia	coli		static		1076.0	1.0
4909	NG_048910	Acinetobacter	baumannii		static		1035.0	1.0
