locus	IS26
NZ_CP014400.1	Absent
NZ_CP017957.1	Absent
NZ_CP015239.1	Absent
NC_011499.1	Absent
NC_022876.1	Absent
NZ_CP009593.1	Absent
NZ_CP011852.1	Absent
NC_025058.1	Absent
NZ_CP012565.1	Absent
NC_012124.1	Absent
NC_018637.1	Absent
NC_010008.2	Absent
NC_014162.1	Absent
NC_012163.1	Absent
NC_011779.1	Absent
NC_024982.1	Absent
NZ_CP010911.1	Absent
NZ_CP008900.1	Absent
NZ_CP015133.1	Absent
NC_016029.1	Absent
NG_052498.1	Absent
NZ_CP019311.1	Absent
NC_019351.1	Absent
NC_018148.1	Absent
NZ_CP011963.1	Absent
NZ_CP018476.1	Absent
NC_018967.1	Absent
NZ_CP012637.1	Absent
NC_004073.2	Absent
NC_010996.1	Absent
NZ_CP009669.1	Absent
NZ_CP005700.1	Absent
NZ_CP019212.1	Absent
NZ_CP017655.1	Absent
NG_050224.1	Absent
NZ_CP004880.1	Absent
NC_018696.1	Absent
NZ_CP013524.1	Absent
NC_019731.1	Absent
NZ_CP009296.1	Absent
NZ_CP013958.1	Absent
NZ_CP017670.1	Absent
NG_047808.1	Absent
NC_004992.1	Absent
NC_007182.1	Absent
NZ_CP013564.1	Absent
NC_018952.1	Absent
NG_048968.1	Absent
NC_008012.1	Absent
NZ_CP010854.1	Absent
NC_019099.1	Absent
NC_017406.1	Absent
NZ_LN831028.1	Absent
NZ_CP012255.1	Absent
NZ_CP015952.1	Absent
NZ_CP009432.1	Absent
NG_047562.1	Absent
NC_012882.1	Absent
NC_017137.1	Absent
NC_010477.1	Absent
NC_001496.1	Absent
NZ_CP012935.1	Absent
NC_017344.1	Absent
NC_017055.1	Absent
NT_187169.1	Absent
NZ_CP003952.1	Absent
NC_001391.1	Absent
NZ_CP016544.1	Absent
NZ_CP016815.1	Absent
NG_048861.1	Absent
NC_001988.2	Absent
NC_017649.1	Absent
NC_022267.1	Absent
NC_018651.1	Absent
NC_017193.1	Absent
NZ_CP012486.1	Absent
NC_019211.1	Absent
NZ_CP013535.1	Absent
NC_005918.1	Absent
NZ_CP010534.1	Absent
NC_014642.1	Absent
NG_047604.1	Absent
NC_015667.1	Absent
NZ_CP007543.1	Absent
NC_010643.1	Absent
NC_019221.1	Absent
NC_014621.1	Absent
NZ_CP007615.1	Absent
NC_010860.1	Absent
NC_020292.1	Absent
NC_014533.1	Absent
NZ_CP006752.1	Absent
NC_005308.1	Absent
NG_048196.1	Absent
NZ_CP008931.1	Absent
NZ_CP013496.1	Absent
NG_047741.1	Absent
NZ_CP015837.1	Absent
NZ_CP004186.1	Absent
NZ_CP010579.1	Absent
NZ_CP018901.1	Absent
NZ_CP009558.1	Absent
NZ_CP014580.1	Absent
NC_015255.1	Absent
NZ_CP017765.1	Absent
NZ_CP005920.1	Absent
NZ_CP017832.1	Absent
NZ_CP016489.1	Absent
NZ_CP009047.1	Absent
NC_011995.1	Absent
NZ_CP010074.1	Absent
NC_020274.1	Absent
NZ_CP005864.1	Absent
NZ_CP014345.1	Absent
NZ_CP008999.1	Absent
NC_011895.1	Absent
NZ_CP009113.1	Absent
NC_021278.1	Absent
NZ_CP005759.1	Absent
NZ_CP005905.1	Absent
NZ_CP005085.1	Absent
NC_017143.1	Absent
NZ_CP014198.2	Absent
NG_049242.1	Absent
NC_017958.1	Absent
NZ_CP018358.1	Absent
NZ_CP017270.1	Absent
NZ_CP008745.1	Absent
NG_050409.1	Absent
NC_009753.1	Absent
NG_050284.1	Absent
NC_018021.1	Absent
NC_020530.1	Absent
NZ_CP018684.2	Absent
NC_012257.1	Absent
NC_012173.1	Absent
NT_167352.1	Absent
NC_011799.1	Absent
NC_015056.1	Absent
NZ_CP015152.1	Absent
NC_007765.1	Absent
NC_019015.1	Absent
NZ_AP012556.1	Absent
NZ_CP005727.1	Absent
NZ_CP010576.1	Absent
NC_013215.1	Absent
NC_004771.1	Absent
NC_008504.1	Absent
NZ_CP012991.1	Absent
NZ_CP009861.1	Absent
NC_010909.1	Absent
NZ_CP015369.1	Absent
NZ_CP009339.1	Absent
NZ_CP013560.1	Absent
NZ_CP019776.1	Absent
NZ_CP012934.1	Absent
NZ_CP014273.1	Absent
NC_019251.1	Absent
NZ_CP015709.1	Absent
NC_017772.1	Absent
NC_001923.1	Absent
NC_002147.1	Absent
NC_015182.1	Absent
NZ_CP019286.1	Absent
NZ_LT222317.1	Absent
NZ_CP009169.1	Absent
NZ_CP011583.1	Absent
NZ_CP009213.1	Absent
NZ_CP012142.1	Absent
NZ_CP004219.1	Absent
NZ_CP014892.1	Absent
NC_012159.1	Absent
NZ_CP010190.1	Absent
NZ_CP004192.1	Absent
NC_017205.1	Absent
NC_015708.1	Absent
NZ_CP011023.1	Absent
NG_050523.1	Absent
NZ_CP006661.1	Absent
NG_050206.1	Absent
NG_047586.1	Absent
NC_016824.1	Absent
NZ_CP006793.1	Absent
NC_011994.1	Absent
NC_010852.1	Absent
NC_011668.1	Absent
NZ_CP014745.1	Absent
NC_012230.1	Absent
NZ_CP012025.1	Absent
NZ_LN997844.1	Absent
NZ_CP009109.1	Absent
NZ_CP015879.1	Absent
NZ_CP010886.1	Absent
NC_002127.1	Absent
NC_014534.1	Absent
NZ_CP010144.1	Absent
NC_001855.1	Absent
NC_019204.1	Absent
NZ_FO834905.1	Absent
NC_010479.1	Absent
NG_048331.1	Absent
NC_011892.1	Absent
NZ_CP013523.1	Absent
NC_016983.1	Absent
NC_018979.1	Absent
NG_051883.1	Absent
NZ_CP005801.1	Absent
NZ_CP009424.1	Absent
NZ_CP004407.1	Absent
NZ_CP013912.1	Absent
NC_017288.1	Absent
NZ_CP017998.1	Absent
NZ_CP004172.1	Absent
NC_019219.1	Absent
NZ_CP012285.1	Absent
NC_025128.1	Absent
NC_019428.1	Absent
NC_004703.1	Absent
NZ_CP009658.1	Absent
NZ_CP013772.1	Absent
NC_010539.1	Absent
NC_012220.1	Absent
NZ_CP016085.2	Absent
NC_022348.1	Absent
NZ_CP013766.1	Absent
NZ_CP005890.1	Absent
NC_007719.1	Absent
NZ_CP012854.1	Absent
NZ_CP005716.1	Absent
NZ_CP018338.1	Absent
NC_015698.1	Absent
NG_047694.1	Absent
NZ_CP005789.1	Absent
NG_050145.1	Absent
NC_021912.1	Absent
NZ_CP009168.1	Absent
NC_014369.1	Absent
NZ_CP018819.1	Absent
NZ_CP013240.1	Absent
NZ_CP018224.1	Absent
NZ_CP015180.1	Absent
NC_006970.2	Absent
NZ_CP006802.1	Absent
NC_008459.1	Absent
NC_019366.1	Absent
NZ_CP012594.1	Absent
NZ_CP014532.1	Absent
NZ_CP016293.1	Absent
NC_010481.1	Absent
NG_050312.1	Absent
NZ_CP018070.1	Absent
NZ_CP014482.1	Absent
NC_019342.1	Absent
NZ_CP009999.1	Absent
NC_022044.1	Absent
NZ_CP011604.1	Absent
NZ_CP015844.1	Absent
NZ_LN554849.1	Absent
NZ_CP014236.1	Absent
NC_001843.1	Absent
NC_010615.1	Absent
NC_011617.1	Absent
NZ_LT667501.1	Absent
NZ_CP018754.1	Absent
NG_049182.1	Absent
NT_187138.1	Absent
NC_008270.1	Absent
NZ_CP015147.1	Absent
NC_007762.1	Absent
NZ_CP016560.1	Absent
NC_009788.1	Absent
NT_187156.1	Absent
NZ_CP007150.1	Absent
NC_014213.1	Absent
NZ_CP015174.1	Absent
NC_014826.1	Absent
NZ_CP007256.1	Absent
NC_004566.1	Absent
NZ_CP014914.1	Absent
NZ_CP011336.1	Absent
NC_017925.1	Absent
NZ_CP015730.1	Absent
NZ_CP007613.1	Absent
NZ_AP014827.1	Absent
NZ_CP016513.1	Absent
NZ_FO834904.1	Absent
NZ_CP012185.1	Absent
NZ_CP018670.1	Absent
NC_019756.1	Absent
NZ_CP014680.1	Absent
NZ_CP014287.1	Absent
NC_013519.1	Absent
NG_047991.1	Absent
NZ_CP012880.1	Absent
NC_012128.1	Absent
NC_014819.1	Absent
NC_010858.1	Absent
NC_012200.1	Absent
NC_022603.1	Absent
NC_014653.1	Absent
NG_050004.1	Absent
NC_017117.1	Absent
NC_007489.1	Absent
NZ_AP014816.1	Absent
NC_019728.1	Absent
NG_049471.1	Absent
NC_022782.1	Absent
NC_013190.1	Absent
NC_010476.1	Absent
NG_047805.1	Absent
NT_187140.1	Absent
NZ_CP011830.1	Absent
NG_048041.1	Absent
NG_047686.1	Absent
NG_047575.1	Absent
NC_004339.1	Absent
NZ_CP011065.1	Absent
NC_021060.1	Absent
NZ_CP005895.1	Absent
NZ_CP010097.1	Absent
NZ_CP013038.1	Absent
NC_019159.1	Absent
NC_019795.1	Absent
NC_022609.1	Absent
NC_002497.1	Absent
NC_005010.1	Absent
NZ_CP013043.1	Absent
NZ_CP018985.1	Absent
NZ_CP015969.1	Absent
NC_017820.1	Absent
NZ_CP018208.1	Absent
NZ_CP009636.1	Absent
NZ_FO082821.1	Absent
NC_014478.1	Absent
NZ_CP010098.1	Absent
NC_021295.1	Absent
NC_011887.1	Absent
NC_002138.1	Absent
NC_010311.1	Absent
NC_019083.1	Absent
NZ_CP012893.1	Absent
NZ_CP010303.1	Absent
NZ_CP009543.1	Absent
NC_019364.1	Absent
NZ_CP005802.1	Absent
NZ_CP017647.1	Absent
NZ_CP010903.1	Absent
NC_005919.1	Absent
NC_004850.1	Absent
NZ_CP014698.2	Absent
NC_002146.1	Absent
NC_001470.1	Absent
NC_005915.1	Absent
NC_015147.1	Absent
NZ_CP009023.1	Absent
NC_014133.1	Absent
NZ_CP009842.1	Absent
NC_013952.1	Absent
NC_013860.1	Absent
NC_010733.1	Absent
NZ_CP013436.1	Absent
NZ_CP012708.1	Absent
NZ_CP005971.1	Absent
NC_010935.1	Absent
NZ_CP013592.1	Absent
NZ_CP018726.1	Absent
NC_019051.1	Absent
NZ_CP004280.1	Absent
NZ_CP013556.1	Absent
NC_020543.1	Absent
NC_018683.1	Absent
NC_005707.1	Absent
NC_004932.1	Absent
NZ_CP013057.1	Absent
NZ_CP007621.1	Absent
NC_016815.1	Absent
NC_008507.1	Absent
NZ_CP013519.1	Absent
NG_051319.1	Absent
NZ_CP009865.1	Absent
NC_011061.1	Absent
NC_013300.1	Absent
NZ_CP009604.1	Absent
NZ_CP013797.1	Absent
NG_050470.1	Absent
NZ_CP005760.1	Absent
NC_016942.1	Absent
NC_004960.1	Absent
NZ_CP017443.1	Absent
NC_017209.1	Absent
NG_049004.1	Absent
NZ_CP009874.1	Absent
NC_009340.1	Absent
NC_011856.1	Absent
NC_014728.1	Absent
NC_014732.1	Absent
NZ_CP009276.1	Absent
NC_019986.1	Absent
NZ_CP016455.1	Absent
NZ_CP014285.1	Absent
NG_047979.1	Absent
NZ_CP015793.1	Absent
NC_014120.1	Absent
NC_015579.1	Absent
NZ_CP016584.1	Absent
NC_015462.1	Absent
NG_049551.1	Absent
NC_001738.1	Absent
NC_012208.1	Absent
NC_019257.1	Absent
NC_022778.1	Absent
NZ_CP009660.1	Absent
NZ_CP015621.1	Absent
NZ_AP014953.1	Absent
NZ_CP013123.1	Absent
NC_011749.1	Absent
NC_013412.1	Absent
NZ_CP009431.1	Absent
NZ_AP017311.1	Absent
NC_011998.1	Absent
NC_016028.1	Absent
NZ_CP007602.1	Absent
NZ_CP016021.1	Absent
NC_010930.1	Absent
NZ_CP010194.1	Absent
NG_047696.1	Absent
NG_050548.1	Absent
NZ_CP013744.1	Absent
NZ_CP005728.1	Absent
NC_018654.1	Absent
NZ_CP003712.1	Absent
NC_016583.1	Absent
NZ_CP011384.1	Absent
NZ_KM923969.1	Absent
NC_012510.1	Absent
NC_017405.1	Absent
NZ_LN831038.1	Absent
NZ_CP015587.1	Absent
NZ_CP013109.1	Absent
NC_023318.1	Absent
NC_015855.1	Absent
NC_019199.1	Absent
NZ_CP010991.1	Absent
NZ_CP018114.1	Absent
NC_021503.1	Absent
NZ_CP016275.1	Absent
NZ_CP011629.1	Absent
NC_019069.1	Absent
NZ_CP010793.1	Absent
NZ_CP010187.1	Absent
NC_019004.1	Absent
NZ_CP016288.1	Absent
NC_008763.1	Absent
NC_004998.1	Absent
NC_005704.1	Absent
NC_025189.1	Absent
NC_019117.1	Absent
NC_013550.1	Absent
NC_021989.1	Absent
NZ_CP012106.1	Absent
NZ_CP009005.1	Absent
NC_012723.1	Absent
NZ_CP009063.1	Absent
NG_049138.1	Absent
NC_007706.1	Absent
NC_019115.1	Absent
NZ_CP013717.1	Absent
NZ_CP010012.1	Absent
NZ_CP018703.1	Absent
NG_048912.1	Absent
NZ_CP004170.1	Absent
NC_011408.1	Absent
NZ_CP018849.1	Absent
NC_008356.1	Absent
NZ_CP016593.1	Absent
NC_019101.1	Absent
NG_048819.1	Absent
NZ_CP015008.1	Absent
NC_021504.1	Absent
NZ_CP012964.1	Absent
NC_011997.1	Absent
NZ_CP004250.1	Absent
NC_017032.1	Absent
NG_047322.1	Absent
NZ_CP009878.1	Absent
NC_019686.1	Absent
NZ_CP009659.1	Absent
NZ_CP012936.1	Absent
NZ_CP005889.1	Absent
NC_001974.1	Absent
NC_005871.1	Absent
NG_048109.1	Absent
NC_017775.1	Absent
NZ_CP012496.1	Absent
NC_012176.1	Absent
NZ_CP013945.1	Absent
NZ_CP018697.1	Absent
NC_000905.1	Absent
NZ_AP014872.1	Absent
NG_049428.1	Absent
NC_023324.1	Absent
NG_048104.1	Absent
NC_010889.1	Absent
NC_019969.1	Absent
NC_001889.1	Absent
NC_019198.1	Absent
NZ_CP014908.1	Absent
NC_006911.1	Absent
NZ_CP014995.1	Absent
NZ_CP010192.1	Absent
NC_011249.1	Absent
NZ_CP013017.1	Absent
NC_011667.1	Absent
NC_014957.1	Absent
NC_013549.1	Absent
NC_010164.1	Absent
NC_010895.1	Absent
NC_013387.1	Absent
NZ_CP015721.1	Absent
NZ_CP013966.1	Absent
NZ_CP016642.1	Absent
NC_012263.1	Absent
NZ_CP014177.1	Absent
NC_016977.1	Absent
NZ_CP010857.1	Absent
NZ_CP013160.1	Absent
NC_015335.1	Absent
NC_017485.1	Absent
NC_017409.1	Absent
NG_047443.1	Absent
NZ_CP017724.1	Absent
NC_007390.1	Absent
NC_013314.1	Absent
NC_012251.1	Absent
NZ_CP009490.1	Absent
NC_009789.1	Absent
NZ_CP010365.1	Absent
NC_021488.1	Absent
NZ_CP014411.1	Absent
NC_012216.1	Absent
NZ_CP017081.1	Absent
NG_049105.1	Absent
NC_023497.1	Absent
NC_011605.1	Absent
NZ_CP012274.1	Absent
NC_015911.1	Absent
NC_012720.2	Absent
NZ_CP015177.1	Absent
NC_014634.1	Absent
NC_009739.1	Absent
NC_012515.1	Absent
NZ_CP014889.1	Absent
NZ_CP009998.1	Absent
NC_013384.1	Absent
NC_006424.1	Absent
NC_020921.1	Absent
NZ_CP011316.1	Absent
NC_014022.1	Absent
NC_012253.1	Absent
NG_047743.1	Absent
NZ_CP013229.1	Absent
NZ_AP012274.1	Absent
NZ_CP009696.1	Absent
NZ_CP013528.1	Absent
NZ_CP005814.1	Absent
NC_014763.1	Absent
NC_010720.1	Absent
NC_019256.1	Absent
NC_019289.1	Absent
NC_019331.1	Absent
NC_019017.1	Absent
NZ_CP009017.1	Absent
NZ_CP015917.1	Absent
NZ_CP019570.1	Absent
NC_012228.1	Absent
NZ_CP009680.1	Absent
NZ_CP018257.1	Absent
NC_008036.1	Absent
NZ_CP016388.1	Absent
NZ_CP012654.1	Absent
NZ_CP015997.1	Absent
NZ_CP011651.1	Absent
NZ_CP007794.1	Absent
NZ_CP011515.1	Absent
NZ_CP014333.1	Absent
NZ_CP016039.1	Absent
NC_018675.1	Absent
NZ_CP016571.1	Absent
NC_017907.1	Absent
NZ_CP015590.1	Absent
NZ_CP018973.1	Absent
NC_025157.1	Absent
NZ_CP014355.1	Absent
NZ_CP016024.1	Absent
NC_010933.1	Absent
NZ_CP013493.1	Absent
NC_001733.1	Absent
NZ_CP007187.1	Absent
NC_021669.1	Absent
NZ_CP013462.1	Absent
NG_048069.1	Absent
NZ_CP006739.1	Absent
NZ_AP014706.1	Absent
NZ_CP009009.1	Absent
NZ_CP013728.1	Absent
NZ_CP018120.1	Absent
NZ_CP005092.1	Absent
NZ_CP003997.1	Absent
NZ_CP018708.1	Absent
NC_015173.2	Absent
NZ_CP018936.1	Absent
NZ_CP013596.1	Absent
NC_013090.1	Absent
NZ_CP009594.1	Absent
NG_050185.1	Absent
NC_013793.1	Absent
NC_010423.2	Absent
NZ_CP006684.1	Absent
NC_025174.1	Absent
NC_017348.1	Absent
NG_047375.1	Absent
NC_009620.1	Absent
NC_012547.1	Absent
NZ_CP016314.1	Absent
NC_015861.1	Absent
NZ_CP014685.1	Absent
NG_047815.1	Absent
NC_019937.1	Absent
NC_018660.1	Absent
NZ_CP015957.1	Absent
NZ_CP013270.1	Absent
NZ_CP017876.1	Absent
NC_020060.1	Absent
NZ_CP018879.1	Absent
NC_022271.1	Absent
NZ_CP013272.1	Absent
NZ_CP015523.1	Absent
NG_049023.1	Absent
NZ_CP014086.1	Absent
NC_015261.1	Absent
NC_013969.1	Absent
NZ_CP013169.1	Absent
NZ_CP012757.1	Absent
NZ_CP012912.1	Absent
NZ_AP014882.1	Absent
NC_019961.1	Absent
NC_011771.1	Absent
NZ_CP019140.1	Absent
NZ_CP009939.1	Absent
NC_019886.1	Absent
NC_011410.1	Absent
NZ_CP004325.1	Absent
NC_017421.1	Absent
NZ_CP017869.1	Absent
NC_021662.1	Absent
NZ_CP014823.1	Absent
NZ_CP018717.1	Absent
NC_017484.1	Absent
NC_015909.1	Absent
NC_014116.1	Absent
NC_017136.1	Absent
NZ_CP012891.1	Absent
NZ_CP009542.1	Absent
NG_048207.1	Absent
NG_047596.1	Absent
NC_025162.1	Absent
NZ_CP019031.1	Absent
NC_012549.1	Absent
NZ_CP012556.1	Absent
NC_010541.1	Absent
NC_013296.1	Absent
NC_010111.1	Absent
NC_028653.1	Absent
NC_015427.1	Absent
NC_003490.1	Absent
NC_002055.1	Absent
NC_014912.1	Absent
NC_015062.1	Absent
NC_006904.1	Absent
NZ_CP009702.1	Absent
NC_006815.1	Absent
NZ_CP011579.1	Absent
NZ_CP005827.1	Absent
NZ_CP017857.1	Absent
NC_014163.1	Absent
NZ_CP014801.1	Absent
NZ_CP014827.1	Absent
NC_010487.1	Absent
NZ_CP005088.1	Absent
NZ_CP018856.1	Absent
NC_019077.1	Absent
NC_007713.1	Absent
NC_004947.1	Absent
NZ_CP015620.1	Absent
NZ_LN997845.1	Absent
NC_012112.1	Absent
NZ_CP005915.1	Absent
NZ_CP012539.1	Absent
NC_009425.1	Absent
NC_009623.1	Absent
NZ_CP013508.1	Absent
NZ_CP007797.1	Absent
NC_008341.1	Absent
NC_014123.1	Absent
NZ_CP014916.1	Absent
NC_012504.1	Absent
NC_013376.2	Absent
NZ_CP009582.1	Absent
NG_047378.1	Absent
NZ_CP013258.1	Absent
NC_019284.1	Absent
NG_047891.1	Absent
NC_010549.1	Absent
NZ_CP014127.1	Absent
NC_011780.1	Absent
NC_011281.1	Absent
NZ_CP015236.1	Absent
NZ_CP013332.1	Absent
NC_005229.1	Absent
NZ_CP014353.1	Absent
NC_019565.1	Absent
NC_021087.1	Absent
NZ_CP014351.1	Absent
NC_019273.1	Absent
NC_019154.1	Absent
NC_007718.1	Absent
NC_015162.1	Absent
NC_020275.1	Absent
NG_047564.1	Absent
NZ_CP018282.1	Absent
NC_021513.1	Absent
NC_004458.1	Absent
NC_019059.1	Absent
NC_011720.1	Absent
NZ_CP015335.1	Absent
NC_020821.1	Absent
NZ_CP006856.1	Absent
NC_002774.1	Absent
NZ_CP005816.1	Absent
NZ_CP006264.1	Absent
NC_009133.1	Absent
NZ_CP005906.1	Absent
NC_009038.1	Absent
NC_019381.1	Absent
NC_018583.1	Absent
NC_019730.1	Absent
NC_006977.1	Absent
NC_019215.1	Absent
NZ_CP015782.1	Absent
NZ_CP013855.1	Absent
NC_020539.1	Absent
NZ_CP009665.1	Absent
NC_019956.1	Absent
NZ_CP009803.1	Absent
NZ_CP014394.1	Absent
NC_019798.1	Absent
NC_016859.1	Absent
NC_010924.1	Absent
NC_013176.1	Absent
NG_048999.1	Absent
NZ_CP015920.1	Absent
NC_005011.1	Absent
NC_018986.1	Absent
NZ_LN890519.1	Absent
NZ_CP016463.1	Absent
NZ_CP009527.1	Absent
NC_017072.1	Absent
NG_050540.1	Absent
NC_019310.1	Absent
NC_005009.1	Absent
NG_048850.1	Absent
NZ_LN831304.1	Absent
NZ_CP010120.1	Absent
NC_006674.1	Absent
NZ_CP013498.1	Absent
NC_013306.1	Absent
NC_006528.1	Absent
NG_049117.1	Absent
NC_006628.1	Absent
NC_019094.1	Absent
NC_009928.1	Absent
NC_014628.2	Absent
NZ_CP009994.1	Absent
NZ_CP005721.1	Absent
NZ_CP012856.1	Absent
NC_017457.1	Absent
NZ_CP014668.1	Absent
NC_013503.1	Absent
NC_020956.1	Absent
NC_013958.1	Absent
NC_011977.1	Absent
NZ_CP013562.1	Absent
NZ_CP015988.1	Absent
NZ_CP010403.1	Absent
NG_050484.1	Absent
NC_005297.1	Absent
NC_019330.1	Absent
NC_017021.1	Absent
NC_023313.1	Absent
NZ_CP014803.1	Absent
NC_005017.1	Absent
NZ_CP013165.1	Absent
NC_011376.1	Absent
NZ_CP013721.1	Absent
NC_017212.1	Absent
NZ_CP012289.1	Absent
NZ_CP018765.1	Absent
NZ_CP016461.1	Absent
NC_017726.1	Absent
NC_016855.1	Absent
NC_010686.1	Absent
NZ_CP013763.1	Absent
NZ_CP009921.1	Absent
NC_007641.1	Absent
NC_003893.1	Absent
NC_010262.1	Absent
NZ_CP003562.1	Absent
NG_048988.1	Absent
NC_014544.1	Absent
NC_011656.1	Absent
NC_011980.1	Absent
NC_025029.1	Absent
NC_021292.1	Absent
NZ_CP011949.1	Absent
NZ_CP015032.1	Absent
NC_019260.1	Absent
NZ_CP013561.1	Absent
NC_008118.1	Absent
NC_013356.1	Absent
NC_014565.1	Absent
NC_019269.1	Absent
NC_017369.1	Absent
NG_047712.1	Absent
NC_014477.1	Absent
NC_020915.1	Absent
NZ_CP013660.2	Absent
NZ_CP010863.1	Absent
NZ_CP014922.1	Absent
NZ_CP019315.1	Absent
NZ_CP016283.1	Absent
NC_017959.1	Absent
NG_047292.1	Absent
NC_019081.1	Absent
NZ_CP014822.1	Absent
NC_025165.1	Absent
NZ_CP003950.1	Absent
NC_004837.1	Absent
NZ_CP010128.1	Absent
NC_025110.1	Absent
NZ_AP014709.1	Absent
NC_021594.1	Absent
NC_004769.1	Absent
NZ_CP005808.1	Absent
NC_014009.1	Absent
NZ_CP017424.1	Absent
NG_049003.1	Absent
NC_011778.1	Absent
NZ_CP017021.1	Absent
NZ_CP003953.1	Absent
NC_019743.1	Absent
NZ_CP011277.1	Absent
NZ_CP017255.1	Absent
NC_006297.1	Absent
NC_011405.1	Absent
NC_019114.1	Absent
NC_020157.1	Absent
NC_023917.1	Absent
NC_009139.1	Absent
NZ_CP009721.1	Absent
NZ_CP015781.1	Absent
NZ_CP009871.1	Absent
NC_020952.1	Absent
NC_017800.1	Absent
NZ_CP015847.1	Absent
NZ_CP015859.1	Absent
NC_013366.1	Absent
NC_004839.1	Absent
NZ_CP009657.1	Absent
NZ_CP008958.1	Absent
NZ_CP013746.1	Absent
NZ_CP010351.1	Absent
NC_010918.1	Absent
NC_003894.1	Absent
NZ_CP017136.1	Absent
NC_020894.1	Absent
NZ_HG916855.1	Absent
NC_025139.1	Absent
NC_010660.1	Absent
NC_006988.1	Absent
NC_017231.1	Absent
NZ_CP013027.1	Absent
NZ_CP015169.1	Absent
NZ_CP016484.1	Absent
NZ_CP012895.1	Absent
NC_004851.1	Absent
NC_018879.1	Absent
NZ_CP014919.1	Absent
NZ_CP015592.1	Absent
NC_010494.1	Absent
NC_001994.1	Absent
NZ_CP016519.1	Absent
NZ_CP014442.1	Absent
NC_022534.1	Absent
NZ_CP017853.1	Absent
NC_004768.1	Absent
NZ_CP012383.1	Absent
NC_009669.1	Absent
NZ_CP016512.1	Absent
NC_013966.1	Absent
NC_013349.1	Absent
NC_022355.1	Absent
NC_010893.1	Absent
NZ_CP010421.1	Absent
NC_006569.1	Absent
NZ_CP009443.1	Absent
NC_013374.1	Absent
NZ_CP011385.1	Absent
NZ_CP017645.1	Absent
NC_012266.1	Absent
NG_048152.1	Absent
NZ_CP003958.1	Absent
NC_013970.2	Absent
NC_007100.1	Absent
NZ_CP015729.1	Absent
NC_008308.1	Absent
NZ_CP011017.1	Absent
NZ_CP011351.1	Absent
NZ_CP010343.1	Absent
NZ_CP004231.1	Absent
NZ_CP003425.1	Absent
NZ_CP018696.1	Absent
NZ_LT599052.1	Absent
NC_012854.1	Absent
NZ_CP007741.1	Absent
NC_012175.1	Absent
NZ_CP005731.1	Absent
NC_024970.1	Absent
NZ_CP011648.1	Absent
NG_048171.1	Absent
NZ_CP011434.1	Absent
NG_047266.1	Absent
NZ_CP012919.1	Absent
NC_018982.1	Absent
NC_010885.1	Absent
NC_014104.1	Absent
NC_008230.1	Absent
NC_015382.1	Absent
NZ_CP011580.1	Absent
NC_021049.1	Absent
NC_012499.1	Absent
NG_049540.1	Absent
NZ_CP015517.1	Absent
NZ_CP011332.1	Absent
NG_049101.1	Absent
NC_024969.1	Absent
NZ_CP014875.1	Absent
NC_008087.1	Absent
NZ_CP017304.1	Absent
NZ_CP005761.1	Absent
NC_010875.1	Absent
NZ_CP014675.1	Absent
NC_019183.1	Absent
NC_013034.2	Absent
NC_007901.1	Absent
NC_013283.1	Absent
NZ_CP004351.1	Absent
NC_017818.1	Absent
NZ_CP019083.1	Absent
NZ_CP008851.1	Absent
NC_017799.1	Absent
NZ_CP015248.1	Absent
NZ_CP011009.1	Absent
NC_019245.1	Absent
NZ_CP014898.1	Absent
NZ_CP010188.1	Absent
NZ_CP015065.1	Absent
NC_012518.1	Absent
NC_010072.1	Absent
NZ_CP011948.1	Absent
NZ_CP004264.1	Absent
NZ_CP009688.1	Absent
NG_052487.1	Absent
NC_018640.1	Absent
NC_008050.1	Absent
NZ_CP014632.1	Absent
NG_052270.1	Absent
NC_017670.1	Absent
NC_023146.1	Absent
NC_019103.1	Absent
NC_003042.1	Absent
NC_016820.2	Absent
NC_023024.1	Absent
NZ_CP004290.1	Absent
NC_015963.1	Absent
NZ_CP004163.1	Absent
NC_017182.1	Absent
NZ_CP012917.1	Absent
NC_010284.1	Absent
NC_016588.1	Absent
NC_010065.1	Absent
NC_009779.1	Absent
NZ_LN824134.1	Absent
NZ_CP014520.1	Absent
NG_047442.1	Absent
NC_010680.1	Absent
NC_016978.1	Absent
NZ_CP004154.1	Absent
NC_017069.1	Absent
NC_017776.1	Absent
NZ_CP011537.1	Absent
NZ_CP017649.1	Absent
NZ_AP012546.1	Absent
NC_025136.1	Absent
NZ_CP009525.1	Absent
NZ_CP013976.1	Absent
NC_000937.1	Absent
NC_014719.1	Absent
NZ_CP018943.1	Absent
NZ_CP014582.1	Absent
NZ_CP012853.1	Absent
NC_019349.1	Absent
NZ_CP005793.1	Absent
NC_019736.1	Absent
NZ_CP014478.1	Absent
NC_014641.1	Absent
NC_017123.1	Absent
NZ_CP004205.1	Absent
NZ_CP012860.1	Absent
NC_011251.1	Absent
NC_017109.1	Absent
NZ_CP009112.1	Absent
NZ_CP018732.1	Absent
NC_006877.1	Absent
NZ_CP016943.1	Absent
NZ_CP007529.1	Absent
NZ_AP014868.1	Absent
NZ_CP016899.1	Absent
NC_019182.1	Absent
NC_014316.1	Absent
NG_048632.1	Absent
NZ_CP013761.1	Absent
NZ_CP019324.1	Absent
NG_048175.1	Absent
NC_022092.1	Absent
NC_016972.1	Absent
NZ_CP004240.1	Absent
